"","index","UAG","OUG","CV Sh.","Total Shrinkage"
"3072","28/07/2015",9204920,4146627,47410,13398957
"3073","29/07/2015",4242428,3262414,-162108,7342734
"3074","30/07/2015",6632816,3749827,167281,10549924
"3075","31/07/2015",2212782.47215982,3659398,107205,5979385.47215982
"3076","01/08/2015",-2043334,1386374,-34630,-691590
"3077","02/08/2015",14484615,1135232,148708,15768555
"3078","03/08/2015",8915456.20861956,2050802,-42933,10923325.2086196
"3079","04/08/2015",8267489.57174876,2452815,38836,10759140.5717488
"3080","05/08/2015",22726152.270006,2215183,-152334,24789001.270006
"3081","06/08/2015",-9187789.22822626,1957077,223923,-7006789.22822626
"3082","07/08/2015",37550746.3010764,1212275,21662,38784683.3010764
"3083","08/08/2015",15949755.6280611,1920679,221857,18092291.6280611
"3084","09/08/2015",11278311.1649684,1461452,-21920,12717843.1649684
"3085","10/08/2015",15400258.1497329,915734,37887,16353879.1497329
"3086","11/08/2015",4630175.31511663,620173,906852,6157200.31511663
"3087","12/08/2015",21918211.1980146,924562,60290,22903063.1980146
"3088","13/08/2015",4740516.769283,3142889,151509,8034914.769283
"3089","14/08/2015",3826727.01561352,1618400,19351,5464478.01561352
"3090","15/08/2015",6352584.96910329,2486331,-64527,8774388.96910329
"3091","16/08/2015",20637496.1526791,1646180,26219,22309895.1526791
"3092","17/08/2015",25264204.0932315,697404,39543,26001151.0932315
"3093","18/08/2015",29192649.7684938,2186161,-12617,31366193.7684938
"3094","19/08/2015",35665327.8768924,815545,322825,36803697.8768924
"3095","20/08/2015",13347788.6325878,1912971,1737167,16997926.6325878
"3096","21/08/2015",40960065,1783068,1357249,44100382
"3097","22/08/2015",28606241,1998575,1477547,32082363
"3098","23/08/2015",8564018,1944641,1311226,11819885
"3099","24/08/2015",18529863,1995854,757664,21283381
"3100","25/08/2015",15909555,1579727,1089040,18578322
"3101","26/08/2015",-8758238,2839914,1197137,-4721187
"3102","27/08/2015",8580316,1573317,1088622,11242255
"3103","28/08/2015",12584961,413120,502087,13500168
"3104","29/08/2015",14343907,1615379,-54929,15904357
"3105","30/08/2015",13123198,1541413,-8194,14656417
"3106","31/08/2015",13760645,1484049,1127569,16372263
"3107","01/09/2015",-13069925,2560855,286881,-10222189
"3108","02/09/2015",-2351337,2174022,770426,593111
"3109","03/09/2015",7314930,2193546,-170419,9338057
"3110","04/09/2015",18073287,1302711,171618,19547616
"3111","05/09/2015",24768644,1286388,125162,26180194
"3112","06/09/2015",8526749,1289753,2152570,11969072
"3113","07/09/2015",14615515,1028167,546392,16190074
"3114","08/09/2015",5709537,1027657,344089,7081283
"3115","09/09/2015",5074615,1098542,293403,6466560
"3116","10/09/2015",7743386,1041067,-236882,8547571
"3117","11/09/2015",16330821,384144,32519,16747484
"3118","12/09/2015",-12758129.9657712,4473,-14651,-12768307.9657712
"3119","13/09/2015",23621675.2406841,979089,302642,24903406.2406841
"3120","14/09/2015",-14888101.210945,987480,105390,-13795231.210945
"3121","15/09/2015",22623525.5647014,1223425,-236656,23610294.5647014
"3122","16/09/2015",11999927.0483405,922350,241355,13163632.0483405
"3123","17/09/2015",2064414.32496398,985747,45208,3095369.32496398
"3124","18/09/2015",17206852.4728441,921542,63432,18191826.4728441
"3125","19/09/2015",20732684.8708672,971317,11365,21715366.8708672
"3126","20/09/2015",10206567.0141319,1304073,149471,11660111.0141319
"3127","21/09/2015",-17916914.5926467,1653771,-38684,-16301827.5926467
"3128","22/09/2015",20293148.1060437,999479,-67312,21225315.1060437
"3129","23/09/2015",12153793.8035174,1848103,372286,14374182.8035174
"3130","24/09/2015",3424605.91336335,2187186,81500,5693291.91336335
"3131","25/09/2015",21060791.2517969,1940744,314855,23316390.2517969
"3132","26/09/2015",30623075.8333622,960683,-343964,31239794.8333622
"3133","27/09/2015",1664746.80023747,1410820,-108644,2966922.80023747
"3134","28/09/2015",3249644.13345518,1340536,-364213,4225967.13345518
"3135","29/09/2015",11592438.1621655,1253246,866007,13711691.1621655
"3136","30/09/2015",11850800.5292663,1341877,49010,13241687.5292663
"3137","01/10/2015",8099537.6070121,1371798,-2695,9468640.6070121
"3138","02/10/2015",-2319675.59000128,1619572,304888,-395215.590001278
"3139","03/10/2015",-2672762.07324582,2115063,207594,-350105.073245823
"3140","04/10/2015",-37200477.5248747,2064079,-150572,-35286970.5248747
"3141","05/10/2015",14970241.5313569,1029965,44567,16044773.5313569
"3142","06/10/2015",44737020.3437737,1074330,36295,45847645.3437737
"3143","07/10/2015",10187594.3718695,1328209,-83218,11432585.3718695
"3144","08/10/2015",-4249930.86611744,995699,376542,-2877689.86611744
"3145","09/10/2015",9910324.39793739,1813742,-46315,11677751.3979374
"3146","10/10/2015",14651255.6768653,2067905,3952,16723112.6768653
"3147","11/10/2015",8571572.68104533,2081914,-31443,10622043.6810453
"3148","12/10/2015",8319040.4815021,2299110,-57697,10560453.4815021
"3149","13/10/2015",3712244.10206884,2376384,-481994,5606634.10206884
"3150","14/10/2015",2171844,2296921,-327155,4141610
"3151","15/10/2015",8509764,3125805,119487,11755056
"3152","16/10/2015",2416446,4360988,120409,6897843
"3153","17/10/2015",-6454109,2315157,-10134,-4149086
"3154","18/10/2015",34917022,2776909,408419,38102350
"3155","19/10/2015",8638711,2563867,65523,11268101
"3156","20/10/2015",2927816,2307987,609830,5845633
"3157","21/10/2015",17807284,3690833,1104560,22602677
"3158","22/10/2015",8882652,3733078,233575,12849305
"3159","23/10/2015",-4637416,3103431,181385,-1352600
"3160","24/10/2015",-752418,3339254,44996,2631832
"3161","25/10/2015",1354676,3742702,84809,5182187
"3162","26/10/2015",22724305,4322985,-176110,26871180
"3163","27/10/2015",25947807,3924268,663221,30535296
"3164","28/10/2015",-3817433,4601838,-641590,142815
"3165","29/10/2015",5046704,3763974,153008,8963686
"3166","30/10/2015",20820090,2457908,153476,23431474
"3167","31/10/2015",35811924,2574252,185884,38572060
"3168","01/11/2015",-35189498,3437988,-254389,-32005899
"3169","02/11/2015",27364618,2882397,196896,30443911
"3170","03/11/2015",28217309,3895563,447469,32560341
"3171","04/11/2015",5776993.422,4320547,965469,11063009.422
"3172","05/11/2015",12491225,3366567,17876,15875668
"3173","06/11/2015",19532771,4081739,111600,23726110
"3174","07/11/2015",3506174,2414970,135601,6056745
"3175","08/11/2015",-1830063,2891077,-221291,839723
"3176","09/11/2015",21342904,3912502,-210028,25045378
"3177","10/11/2015",9076219,4316249,164932,13557400
"3178","11/11/2015",-50301815,4802185,-93710,-45593340
"3179","12/11/2015",-7621183,4321479,742669,-2557035
"3180","13/11/2015",108634424,4678726,-139224,113173926
"3181","14/11/2015",2372803,5124636,35307,7532746
"3182","15/11/2015",34921106,5054203,262610,40237919
"3183","16/11/2015",72245915,4644735,-5077,76885573
"3184","17/11/2015",9463318,4848467,28764,14340549
"3185","18/11/2015",13573003,4413370,570608,18556981
"3186","19/11/2015",-87894978,3634281,359226,-83901471
"3187","20/11/2015",7343605,3631883,404528,11380016
"3188","21/11/2015",12146292,4443483,-495662,16094113
"3189","22/11/2015",7995016,4052195,-242717,11804494
"3190","23/11/2015",10039953,6039968,-305576,15774345
"3191","24/11/2015",8254912,4872684,-219884,12907712
"3192","25/11/2015",3344062,4258166,-588885,7013343
"3193","26/11/2015",6972794,4613010,559520,12145324
"3194","27/11/2015",-7798587,4902040,-287630,-3184177
"3195","28/11/2015",28635599,5413367,211223,34260189
"3196","29/11/2015",15440319,5494699,443033,21378051
"3197","30/11/2015",7984119,5054936,564507,13603562
"3198","01/12/2015",21995509,5161375,-210047,26946837
"3199","02/12/2015",-27865302,4954050,209982,-22701270
"3200","03/12/2015",35075223,4245426,256625,39577274
"3201","04/12/2015",6645062,3310656,-398039,9557679
"3202","05/12/2015",5430318,3304733,-381070,8353981
"3203","06/12/2015",290529,5202778,-745744,4747563
"3204","07/12/2015",29064140,4704359,401740,34170239
"3205","08/12/2015",-17091621,6182512,163089,-10746020
"3206","09/12/2015",43928227,4588192,30747,48547166
"3207","10/12/2015",-20575075,4556853,1006452,-15011770
"3208","11/12/2015",11241869.5266792,4106339,975816,16324024.5266792
"3209","12/12/2015",20017505.1227028,3856178,-183214,23690469.1227028
"3210","13/12/2015",18239156.6280781,3513450,-85158,21667448.6280781
"3211","14/12/2015",8307442.1779341,6061582,1013678,15382702.1779341
"3212","15/12/2015",17996774.7850253,4256767,-214757,22038784.7850253
"3213","16/12/2015",-2497764.85049236,2351637,401166,255038.149507642
"3214","17/12/2015",6515574.80488618,2785643,378600,9679817.80488618
"3215","18/12/2015",26392772.7335124,3755822,380023,30528617.7335124
"3216","19/12/2015",5715674.64809445,3960976,-597269,9079381.64809445
"3217","20/12/2015",4122466.35782849,3995339,-381334,7736471.35782849
"3218","21/12/2015",18362098.4490464,4531722,99584,22993404.4490464
"3219","22/12/2015",5896805.86942974,4528327,-141866,10283266.8694297
"3220","23/12/2015",14875355.8589287,3682142,51077,18608574.8589287
"3221","24/12/2015",4105984.1828867,3402378,-696923,6811439.1828867
"3222","25/12/2015",26906220.548621,3098702,-280288,29724634.548621
"3223","26/12/2015",18220693.0153884,3286857,-69940,21437610.0153884
"3224","27/12/2015",15595848.4486635,2284604,360312,18240764.4486635
"3225","28/12/2015",13050080.8419819,1526310,-483498,14092892.8419819
"3226","29/12/2015",15187264.9751482,1346247,457081,16990592.9751482
"3227","30/12/2015",-29311781.1935042,1703098,685975,-26922708.1935042
"3228","31/12/2015",10372152.4454672,2192533,44199,12608884.4454672
"3229","01/01/2016",30104993.3117371,1998882,-664324,31439551.3117371
"3230","02/01/2016",30950143.1455034,4111430,810166,35871739.1455034
"3231","03/01/2016",44478829.3540532,3232277,-101597,47609509.3540532
"3232","04/01/2016",-8519175.49639125,4298578,632562,-3588035.49639125
"3233","05/01/2016",6995884.67626122,5275128,199506,12470518.6762612
"3234","06/01/2016",9942276.14731787,4531928,538751,15012955.1473179
"3235","07/01/2016",1402431,5005838,743871,7152140
"3236","08/01/2016",5287144,6728729,630626,12646499
"3237","09/01/2016",15928785,4560568,103786,20593139
"3238","10/01/2016",6353272,5200816,280945,11835033
"3239","11/01/2016",3379633,8184835,-248728,11315740
"3240","12/01/2016",-1244861,7493288,1248727,7497154
"3241","13/01/2016",-3353058,8979657,53685,5680284
"3242","14/01/2016",-2219994,8298773,211458,6290237
"3243","15/01/2016",1352236,8449241,95629,9897106
"3244","16/01/2016",3848416,7921841,-302282,11467975
"3245","17/01/2016",6380127,9306970,-491286,15195811
"3246","18/01/2016",2066226,11264924,365918,13697068
"3247","19/01/2016",18463886,11593803,555745,30613434
"3248","20/01/2016",-9861223,12113769,1541379,3793925
"3249","21/01/2016",5038878,10020706,1298371,16357955
"3250","22/01/2016",18738790,8484122,485535,27708447
"3251","23/01/2016",-14209661,6554360,331000,-7324301
"3252","24/01/2016",35820233,3862806,65092,39748131
"3253","25/01/2016",-1967611,4719131,-541586,2209934
"3254","26/01/2016",8134723.54198654,4605332,-184811,12555244.5419865
"3255","27/01/2016",-7223942.70653421,4511531,210171,-2502240.70653421
"3256","28/01/2016",14790064.359187,5629783,338928,20758775.359187
"3257","29/01/2016",-27914083.2415993,4702368,455142,-22756573.2415993
"3258","30/01/2016",14740417.7194506,5137853,31650,19909920.7194506
"3259","31/01/2016",25870973.1864523,4421253,183564,30475790.1864523
"3260","01/02/2016",-11275568.393723,4044999,-69506,-7300075.39372304
"3261","02/02/2016",8257235.1393803,5992189,-128495,14120929.1393803
"3262","03/02/2016",18168039.8254521,7174092,257467,25599598.8254521
"3263","04/02/2016",-4776113.24111863,4923837,196765,344488.75888137
"3264","05/02/2016",4811407,4119417,-394474,8536350
"3265","06/02/2016",6666582,3048117,-252594,9462105
"3266","07/02/2016",10209338,2050058,349912,12609308
"3267","08/02/2016",-12448462,2620309,-98664,-9926817
"3268","09/02/2016",894983,3627397,580190,5102570
"3269","10/02/2016",21753002,4788289,-703529,25837762
"3270","11/02/2016",15400356,8482651,-174435,23708572
"3271","12/02/2016",1985920.26022125,7293949,-94339,9185530.26022125
"3272","13/02/2016",8855820.09548803,4874846,-394622,13336044.095488
"3273","14/02/2016",-5094807.57072198,4642151,359595,-93061.5707219839
"3274","15/02/2016",-5680497.72687277,8542894,-404646,2457750.27312723
"3275","16/02/2016",16807426.0066292,6203381,-36587,22974220.0066292
"3276","17/02/2016",7029075.92329668,6539566,-92001,13476640.9232967
"3277","18/02/2016",-6269814.74197595,5568195,67723,-633896.741975952
"3278","19/02/2016",14816247.3478067,6416173,732951,21965371.3478067
"3279","20/02/2016",21628855,4504252,-204066,25929041
"3280","21/02/2016",5051729,3513772,25550,8591051
"3281","22/02/2016",4228759.409033,3336485,-223329,7341915.409033
"3282","23/02/2016",15433547.5972285,5665211,955105,22053863.5972285
"3283","24/02/2016",-13711976.4418671,6037661,1185560,-6488755.44186715
"3284","25/02/2016",4922987.47990561,6628915,199246,11751148.4799056
"3285","26/02/2016",5447977.52994033,5005147,244288,10697412.5299403
"3286","27/02/2016",2647544.3089521,5337722,-557199,7428067.3089521
"3287","28/02/2016",3275507.97794941,5070480,-527870,7818117.97794941
"3288","29/02/2016",2910585.2820378,6433750,994877,10339212.2820378
"3289","01/03/2016",-753913,4703203,-781771,3167519
"3290","02/03/2016",10150089.4739098,6466701,859387,17476177.4739098
"3291","03/03/2016",6623596.29052185,5410715,635250,12669561.2905218
"3292","04/03/2016",9821471.51260756,7530647,163711,17515829.5126076
"3293","05/03/2016",2295763.6116621,6820643,-582339,8534067.6116621
"3294","06/03/2016",-7059082.52965351,7655288,-36123,560082.470346488
"3295","07/03/2016",-4990163.99692183,10438180,832787,6280803.00307817
"3296","08/03/2016",15023164.8578441,9773542,-39064,24757642.8578441
"3297","09/03/2016",3708201.00329448,9141430,-156500,12693131.0032945
"3298","10/03/2016",5086158.66120294,10341802,839491,16267451.6612029
"3299","11/03/2016",-51087.092582643,8173029,-107933,8014008.90741736
"3300","12/03/2016",19270361.0397289,6250473,63384,25584218.0397289
"3301","13/03/2016",-12157430.0376504,6093296,692163,-5371971.0376504
"3302","14/03/2016",16718733.6742094,7342598,-12789,24048542.6742094
"3303","15/03/2016",3660036.4488585,6033318,571356,10264710.4488585
"3304","16/03/2016",10816829.1333719,6276048,1042515,18135392.1333719
"3305","17/03/2016",6208184.62586285,6562277,181521,12951982.6258628
"3306","18/03/2016",12857554.2418996,7383355,328481,20569390.2418996
"3307","19/03/2016",-6255338.84129619,7136933,-256755,624839.158703808
"3308","20/03/2016",4000470.00503384,6458878,461691,10921039.0050338
"3309","21/03/2016",10581761.9112533,5875899,1121739,17579399.9112533
"3310","22/03/2016",15425062.5227425,5570022,-122259,20872825.5227425
"3311","23/03/2016",8628954.85917521,6505217,1006689,16140860.8591752
"3312","24/03/2016",-1897721.8985996,5846560,555177,4504015.1014004
"3313","25/03/2016",11267154.0883205,4887239,-195825,15958568.0883205
"3314","26/03/2016",-8082714,4519313,348671,-3214730
"3315","27/03/2016",17484777,4121920,156284,21762981
"3316","28/03/2016",12731406.3821835,3890951,588248,17210605.3821835
"3317","29/03/2016",400384.086445827,4126300,-346360,4180324.08644583
"3318","30/03/2016",12785576.610478,3456700,37998,16280274.610478
"3319","31/03/2016",10667160.265198,3758488,-7185,14418463.265198
"3320","01/04/2016",2918584.63320305,3204000,-415971,5706613.63320305
"3321","02/04/2016",10850755,2707000,112164,13669919
"3322","03/04/2016",4947520.49582088,3646000,426455,9019975.49582088
"3323","04/04/2016",4860828.48803787,3862000,238382,8961210.48803787
"3324","05/04/2016",-3134453.37673762,4129372.80163907,-379282,615637.424901456
"3325","06/04/2016",8473237.46923945,3637000,-267183,11843054.4692395
"3326","07/04/2016",-5448495.69541945,5134000,426798,112302.304580554
"3327","08/04/2016",13244239.8516162,5743330.25863986,-312313,18675257.1102561
"3328","09/04/2016",2666996.60194916,5539000,-977879,7228117.60194916
"3329","10/04/2016",52541768.66,5297000,-265045,57573723.66
"3330","11/04/2016",16359086,5423000,-57626,21724460
"3331","12/04/2016",764892.383027909,4362027.67933843,-310336,4816584.06236634
"3332","13/04/2016",23438766.2157207,2501000,502100,26441866.2157207
"3333","14/04/2016",13320146.4992452,2117000,660666,16097812.4992452
"3334","15/04/2016",-11814727.5057237,1277548.77286396,-1219880,-11757058.7328598
"3335","16/04/2016",2954956,1341000,125694,4421650
"3336","17/04/2016",28032356,1383000,-597395,28817961
"3337","18/04/2016",7630106,2477000,-334656,9772450
"3338","19/04/2016",37699161,5806000,-476175,43028986
"3339","20/04/2016",12359151,7144000,-530546,18972605
"3340","21/04/2016",-5673006,6457000,-47844,736150
"3341","22/04/2016",-25780924.809343,6744074.80934302,143159,-18893691
"3342","23/04/2016",-18972085,4325000,-383456,-15030541
"3343","24/04/2016",-218906,3983000,646488,4410582
"3344","25/04/2016",25903500.49,4733000,-503022,30133478.49
"3345","26/04/2016",-8030552.59643757,5852292.36643757,-19725,-2197985.23
"3346","27/04/2016",-3056522.30927787,5344847.30927787,648787,2937112
"3347","28/04/2016",6942178.85686652,3479426.14313348,-591487,9830118
"3348","29/04/2016",-6624262,3575000,269549,-2779713
"3349","30/04/2016",17928392,3788000,299580,22015972
"3350","01/05/2016",1872096,4108000,1282156,7262252
"3351","02/05/2016",-11613748,3234000,668251,-7711497
"3352","03/05/2016",16559215,5049000,-212614,21395601
"3353","04/05/2016",-7815271,5117000,-245069,-2943340
"3354","05/05/2016",17231029,4209000,-230174,21209855
"3355","06/05/2016",15314507,2516000,228288,18058795
"3356","07/05/2016",16383154,3159000,-159701,19382453
"3357","08/05/2016",9026183,3946000,-112015,12860168
"3358","09/05/2016",10286304,4296000,212416,14794720
