"ApplicableFor","System Entry Energy, Aldbrough, M+15","System Entry Energy, Bacton - BBL, M+15","System Entry Energy, Bacton - Perenco, M+15","System Entry Energy, Bacton - Shell, M+15","System Entry Energy, Bacton Interconnector, M+15","System Entry Energy, Bacton Seal, M+15","System Entry Energy, Barrow , M+15","System Entry Energy, Burton Point, M+15","System Entry Energy, Dragon, M+15","System Entry Energy, Easington - Dimlington, M+15","System Entry Energy, Easington - Langeled, M+15","System Entry Energy, Grain NTS 1, M+15","System Entry Energy, GrainNTS2, M+15","System Entry Energy, Hatfield Moor , M+15","System Entry Energy, HillTop, M+15","System Entry Energy, Hole House Farm, M+15","System Entry Energy, Holford , M+15","System Entry Energy, Hornsea , M+15","System Entry Energy, Humbly Grove, M+15","System Entry Energy, Moffat Entry , M+15","System Entry Energy, Rough , M+15","System Entry Energy, SouthHook, M+15","System Entry Energy, ST Fergus - Mobil, M+15","System Entry Energy, ST Fergus - NSMP, M+15","System Entry Energy, ST Fergus - Shell, M+15","System Entry Energy, Teesside - BP, M+15","System Entry Energy, Teesside - PX, M+15","System Entry Energy, Theddlethorpe, M+15","System Entry Energy, Stublach, M+15"
2014-11-09,27500807,151267995,37948194,147483673,17159575,90275000,52943933,19093333,0,88899611,719392726,0,0,0,0,0,11378,10208157,0,0,75897011,178780551,187527500,193932547,224179861,46888720,121875556,88486111,0
2014-11-10,0,114060096,36726583,155864953,14485205,82708333,57484661,12631111,0,90546194,785333444,0,0,14723917,0,4009443,120634024,12813236,0,0,167343645,309855550,141438000,159921225,134764306,90479470,34924444,115652778,0
2014-11-11,6294080,182797568,42247139,139868953,38923618,71722222,29648845,12764444,0,84068889,759660346,622600,0,0,7017220,8647497,15721814,9715500,0,0,91473573,350319451,167365444,94116283,180549861,112884970,71111,115597222,0
2014-11-12,0,87213301,41977444,129914195,18107587,80780556,16631900,12151111,0,90228667,756422612,0,0,0,2050833,5786109,0,10735131,0,0,67432549,337986111,192747361,125874220,165265472,74157420,87253333,114355556,0
2014-11-13,26619764,73259139,41727639,158606330,11694812,93900000,36275439,12213333,0,90584083,679281097,0,0,3807472,0,7300275,2901334,2170287,0,0,11248789,306616652,221804694,99933514,231669500,44550890,130840000,115808333,0
2014-11-14,0,175013531,42110278,154946306,12117464,103544444,41478466,13191111,0,88583889,762725028,180200,0,0,0,0,0,9082111,0,0,5188668,321538900,235832056,131240000,194055111,39184390,126880000,98913889,0
2014-11-15,0,257737370,41270056,157910767,49638743,61491667,46126905,24648889,0,78415111,777405043,0,0,0,0,0,0,3006369,21245833,0,48378791,242658335,224142222,181750000,181403889,38377330,125662222,113030556,0
2014-11-16,0,231173994,38627667,151324446,51505934,56938889,56228682,24497778,0,83545583,779111627,0,0,0,0,0,0,3712244,24947778,0,54141999,231844449,197416611,231224250,193909278,39318500,123426667,106586111,0
2014-11-17,22360223,152680720,39705417,141416940,21210632,88491667,57499268,17057778,0,86829694,771119997,0,0,0,0,7671386,0,10419600,0,0,146981000,419108344,198676972,126418964,202209917,44599220,123666667,105263889,0
2014-11-18,0,224563815,37254472,144145871,11408079,83658333,57815987,16302222,0,76206167,778275970,0,211854965,0,0,0,9102,6802660,0,0,1493799,383416680,174720667,163504339,227657333,42593580,123968889,105925000,0
2014-11-19,12581465,173855860,31237139,147278663,12940007,94672222,57626230,16586667,0,59482583,714910342,0,0,17467944,0,19281382,4944782,15111472,26314167,0,71396401,478988885,117305333,174406806,259737583,41740970,121271111,96988889,0
2014-11-20,43875012,80549576,30449306,147058089,16792721,94219444,37553936,11448889,0,54827306,622478822,131100,0,0,2054721,46919982,25133512,19109800,55980281,0,286970278,464052768,127320139,168179722,221961083,35847750,104542222,105427778,0
2014-11-21,17261440,84318546,30977111,139371109,12651187,60550000,55738352,28355556,0,61606917,716515629,0,0,0,5885831,14696106,10201316,16896100,62559167,0,224314444,404630568,122230778,139220000,246835061,34186420,102546667,116050000,0
2014-11-22,0,141097651,29948222,137203674,42710003,80508333,51656869,28195556,0,57406889,756580570,0,0,0,4524443,0,0,10303500,15673889,0,0,225080549,131291667,160510000,250399765,42381640,120413333,112830556,0
2014-11-23,14114805,173534350,29382556,128717329,55057631,100141667,44151807,22702222,0,79417944,769857430,0,0,0,4524443,0,0,13231329,8769444,0,61574870,218224996,151286583,174319161,245584611,41090190,118026667,114208333,0
2014-11-24,12829164,237259543,29710778,120277701,83735639,105472222,25435466,12728889,0,86553000,761792592,0,0,0,1617777,26388601,34046864,14696400,65162222,0,322892319,401094428,171744000,163466900,243605222,40551310,115306667,119719444,0
2014-11-25,21311873,340515383,29316500,104849133,23495350,105727778,39533470,16728889,0,88945444,677469239,6422500,0,0,7333053,0,28753922,5248000,65514167,0,396685556,401191678,203388222,202351478,243328806,39344030,112444444,125472222,0
2014-11-26,0,253419145,32401333,106305517,26625624,98761111,46571219,17582222,0,86190889,743451950,0,13024235,11639889,11738607,46561371,84254712,8467445,65858611,0,273407806,388933343,97675444,150192293,243331000,40763750,115066667,128900000,0
2014-11-27,0,295446787,33905361,102098611,97799127,100880556,46952494,15342222,0,85392028,764332671,0,1961,0,19612770,7504997,0,1949196,0,0,18362412,375291680,283248028,163488594,240002389,39624390,112702222,129058333,0
2014-11-28,0,136920911,32216861,102751762,22341509,99427778,56203174,24124444,0,62536944,754148424,0,43584783,0,19146382,10263329,0,335810,0,0,98821623,311898902,197166444,137790000,242994111,39519810,112360000,124986111,0
2014-11-29,0,152497270,29847417,93377923,26010957,79083333,56626111,24213333,0,46217361,762159477,0,46270363,0,17626382,0,0,1557960,0,0,98821623,307223333,192927778,146040000,237057515,40513970,113222222,122855556,0
2014-11-30,0,177052949,21127667,96534373,29503876,46419444,58803415,21439982,0,64915806,765920774,0,46265080,0,17628882,0,0,324041,0,0,26629734,309202779,205916806,139242050,243342694,43614060,120537778,123005556,0
2014-12-01,0,236580544,20986500,124415207,63882745,56241667,57858654,9902222,0,93855083,780544402,0,66932588,0,0,16152216,10237725,9647357,0,0,167527083,285180562,145775389,268749414,276580306,39097140,117408889,123122222,0
2014-12-02,0,234354128,18122306,135524597,20697360,110938889,56505807,11253333,0,70463028,783420813,0,129296753,0,14108050,0,4551,2617984,0,0,279943435,304797228,173352194,236788244,279740694,42810310,119635556,127591667,0
2014-12-03,33621765,205126219,13507167,131428443,25190623,108302778,47825053,12177778,0,59635722,699374515,0,241863702,9610722,4405832,46891093,11514311,11461637,0,0,338822333,333311123,213509917,246164894,294450222,51399580,123831111,127413889,0
2014-12-04,64000597,142378225,17895111,134525833,47291730,106322222,58215581,10073889,0,85256639,775160714,0,210764044,0,14653883,0,20480,4585869,0,0,328957944,353772210,184104861,426668250,297209194,44805780,118293333,124836111,0
2014-12-05,7095940,234310318,20746944,132072278,20790552,104570750,57632153,18577778,0,96107917,691794115,0,210768906,0,14693328,0,8924730,732692,12229444,0,331354902,296663886,209760000,294630000,298887294,44819080,117973333,127341667,0
2014-12-06,0,234266801,23150833,99000694,24783648,65455424,57261807,27413333,0,90463972,723329655,0,109544419,0,17633604,0,0,11,0,0,172647595,280661111,213020833,426570000,286882536,42269640,112244444,92222222,0
2014-12-07,0,235944116,39681667,95933194,20401428,59672222,56423320,27733333,0,90522194,644410654,0,0,0,17617216,0,9102,0,0,0,113488763,0,214275389,368275953,277787278,42252860,112635556,79819444,0
2014-12-08,8557482,275800055,42620778,138706207,30384073,59680556,57003556,6791111,0,84457333,778251325,2621400,69593525,0,13820273,43089428,93268192,1016410,0,0,340917420,249261119,230496444,383054678,269435917,41958140,110795556,82102778,0
2014-12-09,94429355,237132495,45292111,136264945,49926254,67594444,56683342,7982222,0,52011278,775396435,237600,85125089,5070222,19678048,19883326,52792888,26455352,46089444,0,339995917,291063877,234591500,403778144,199253500,38144890,102711111,81913889,0
2014-12-10,19063976,264083990,43358444,137466676,33144157,97733333,55329289,24408889,74772224,59420889,771731749,0,31289421,0,2058055,12930828,14675058,2874375,0,0,348191000,244197218,229551944,292020883,250314472,42892640,111640000,87397222,0
2014-12-11,0,267975887,37227639,131278339,30043871,105594444,31917620,22737778,128223541,64508556,778159688,0,2421275,0,0,0,0,1465387,0,0,353797389,230708330,230876806,367210292,273643083,44957670,81422222,84380556,0
2014-12-12,0,303969027,36955556,124432687,33502066,105275000,45971776,20551111,83918091,53859389,780307901,0,0,0,19088604,17451104,0,293084,0,0,337357601,236383328,227468056,282490000,281822139,53012000,117866667,108222222,0
2014-12-13,0,299781027,40623972,127758340,35628704,104455556,56322467,16355556,47625347,64120556,782108695,180200,0,0,11757496,7443331,0,732678,0,0,296406361,230008341,207148722,343360000,280040444,57175110,126577778,110094444,0
2014-12-14,0,288925108,31538694,119855262,38908306,104122222,55809081,28577778,24199835,64311028,715173558,0,0,0,0,15391661,0,488452,0,0,248848985,231091665,228839556,240953456,277773583,48571750,100426667,107186111,0
2014-12-15,2922,278294561,37341222,120410556,34737430,96172222,56032317,17841111,150567520,64022361,573980970,0,4700728,14383528,4522776,53632480,182312944,1638859,23370556,0,354246118,237324999,223555556,155330372,265002167,48724750,112582222,87344444,0
2014-12-16,102738648,277191856,41023833,113163056,23423435,61544444,56365498,25756667,37751675,82570667,778623097,1286100,12313448,0,9403330,5877498,0,2030564,0,0,335459528,284566650,225682250,221360222,254998972,50823220,116555556,96708333,0
2014-12-17,0,250905825,41648917,122680766,20576952,95722222,39782577,26654444,23874815,80944028,785096607,0,0,0,9387496,0,0,21,0,0,63938594,231169451,205883056,257453150,240837833,61411330,109515556,83958333,0
2014-12-18,0,221427042,40255528,92900823,25619652,101680556,30943695,26742222,23473129,79886611,729610446,0,0,0,9428608,0,19558,0,0,0,64336478,198211111,204094806,262656344,288357611,53926750,113151111,120216667,0
2014-12-19,0,223852484,42185361,111983134,37014976,96041667,30646485,24726667,83519470,79874861,721780899,0,0,0,0,0,0,762574,0,0,197933042,209652778,213953917,2.85e+08,293145721,59238610,111280000,118652778,0
2014-12-20,0,228937557,43069500,132062717,47095885,60150000,33690692,25344444,22572000,81349222,627810124,0,0,0,0,47218315,44277760,0,0,0,84568249,237544437,204906444,247390000,288734007,55678220,111488889,117511111,0
2014-12-21,0,223966072,41759250,126845958,33602787,98608333,35193386,25222222,17589935,86100361,712729385,0,0,0,0,0,8399,46,0,0,65086885,215099996,212374528,244218075,296112500,54238610,111671111,115777778,0
2014-12-22,10774996,215896208,41477778,126122335,36615988,103300000,35010990,23955556,75458534,84078806,655881255,0,0,0,0,27861656,0,1221129,0,0,64254974,215975003,174713944,237758781,295842472,55020280,111071111,88888889,0
2014-12-23,0,232884325,47468639,127600055,27494336,86177778,35146421,28604444,145231216,83667639,718480052,0,0,0,0,0,22756,0,0,0,61083187,239000007,118649472,223112317,298089639,60805640,109742222,121477778,0
2014-12-24,0,259915147,67453194,126144850,27043505,103477778,35557500,26377778,85000458,83433944,713193421,0,0,0,0,0,11378,0,0,0,31677137,172191671,107650667,205910000,294965072,67210220,114871111,124055556,0
2014-12-25,0,271044634,69254167,122438388,61681036,102927778,42637187,28840000,93790817,82565083,775928686,0,0,0,0,0,0,0,0,0,0,163994446,191902778,240850000,297301262,62459970,113404444,120088889,0
2014-12-26,0,272915291,66657750,124832560,55966924,90244444,50862889,26968889,109024559,81856444,785356839,0,0,0,0,0,22756,4,0,0,3606180,173427785,218875694,251530000,295996444,63246720,121982222,118891667,0
2014-12-27,0,300031742,52298222,122914722,62718359,91230556,54473924,26755556,129023987,81704861,765729793,0,0,0,0,0,0,2998770,0,0,107105346,182305552,216275083,235970000,297399333,63445810,122204444,116483333,0
2014-12-28,23914620,306449585,32977111,121042650,58755739,102650000,54526160,16977778,104934441,82000500,788459604,0,0,0,0,33734709,10690560,1596861,0,0,256647876,172730560,209320194,251643731,300019611,61463670,119057778,113788889,0
2014-12-29,69300717,294236180,34324083,119136098,75179229,102397222,54268027,20906667,19566034,86763222,753038187,589800,0,0,0,45473594,75475632,1837516,21672778,0,456811472,177774997,205170222,282813567,297212167,59834560,116933333,119180556,0
2014-12-30,83048597,278892933,52402111,121480052,32832571,80661111,53529767,22204444,39092346,85810556,761354993,0,0,0,0,76223027,0,437949,22249444,0,393711222,254625007,203981472,227212461,288337889,58835280,115435556,130030556,0
2014-12-31,78470,247964396,61899028,119867588,18902539,100341667,53768752,24595556,4513392,85892028,784533312,0,0,0,0,0,0,1465370,22044444,0,183608028,255272217,214531056,272390000,283859386,61556167,108675556,116891333,0
2015-01-01,0,281780065,61177639,126168188,25936854,102069444,55450210,29226667,0,85278250,780824217,0,0,0,0,0,11378,1217389,18170833,0,57493137,275288883,209253417,264770000,291393333,67461860,107120000,114177778,0
2015-01-02,0,271797441,55223417,123719957,30630121,102219444,53134770,27777778,0,85135917,789952599,0,0,0,0,0,0,1416746,0,0,13927432,276477780,218518861,260720000,294331679,54567500,108422222,113594444,0
2015-01-03,0,279766695,41936556,125013979,37825007,102258333,52700515,23564444,88801941,85993611,648727853,0,0,113083,0,0,24209636,2149188,0,0,222837306,283088888,236235083,218690000,289319500,54539530,108177778,98347222,0
2015-01-04,0,299624901,56788361,119688806,27920447,102019444,54075609,26515556,88822144,85440528,640697250,0,0,12348611,0,73371639,74212969,4163850,26345278,0,286315222,283183339,227309556,197285961,288907309,53973530,107506667,93300000,0
2015-01-05,31983515,266550392,66642167,120409826,11559717,101422222,53418443,19991111,174009460,79972278,687062875,0,0,14174944,2937499,8766663,29302328,4847591,0,0,382655829,303497213,220232417,256418092,261403361,44253000,107360000,92361111,0
2015-01-06,0,237373198,60018833,115587362,13986880,101502778,53503299,25608889,255902008,77835028,692738578,0,0,6269167,0,0,0,1465356,0,0,358088139,279775001,220474167,254541564,230556583,55242940,109546667,99694444,0
2015-01-07,17469,221292627,58026917,103589834,15071042,101319444,54552033,24106667,281464264,74947025,733931951,0,0,0,0,0,0,4570786,38809167,0,352874719,327344428,211859389,182304881,293034139,55786690,74297778,83119444,0
2015-01-08,38439728,176271654,53038556,115103133,20968908,101200000,54709020,14008889,208972092,72623556,679441803,548900,0,0,0,0,4662614,2096823,0,0,353868000,294219428,193706833,203791761,283347194,55630780,105026667,84197222,0
2015-01-09,16102283,162713853,62424750,107703889,15397867,104858333,54472314,25173333,154584152,75139250,572792256,0,0,0,0,22270825,0,1616174,0,0,313055611,283100043,107590806,205840000,255721468,50140610,108560000,85880556,0
2015-01-10,44418202,197671657,50124000,122673077,27063108,101966667,54581392,25315556,27063307,76265000,559119066,0,0,8223722,0,17626660,11378,179612,24636667,0,261941029,258191664,138654722,209220000,155619481,50526310,108311111,84642167,0
2015-01-11,96119255,214780779,51166222,127011854,46567176,104411111,52353591,26968889,43730785,75450500,573303766,0,0,18460250,0,80636914,11378,5439320,28393333,0,278942487,259161106,141326556,192570808,140284028,50711060,107933333,94511722,0
2015-01-12,35889482,283703754,49955139,111622382,23019732,104375000,44454416,26488889,56543217,75516778,369483717,0,0,19413806,0,19056104,47224604,13390342,77148608,0,465013722,302986111,169868028,194252036,276668333,37145000,63924444,94969444,0
2015-01-13,19208374,349484311,56304722,88624496,33283976,113800000,54837349,11591111,0,74489528,516579713,0,0,18989917,0,23446380,9102,1314954,75110278,0,483360205,0,200522611,234369369,276403889,51764810,111875556,98452778,0
2015-01-14,153455507,367571191,60347444,96294318,28974746,132213889,53887277,0,117830620,60721389,238820157,0,0,18257417,341389,44988038,114214688,142750539,65202222,0,484480000,0,192399806,204727778,259720750,46190190,99182222,105444444,0
2015-01-15,12956825,376689420,61025778,106907900,43205238,123458333,54996040,12906667,0,71515639,652928677,0,0,17769611,0,0,20480,1982540,68015278,0,450203849,300350003,198809333,236470458,274940250,40750060,81800000,1.1e+08,0
2015-01-16,40348207,332959577,52348417,125757639,33546673,122330958,54276115,26506667,62430637,76823992,447233498,0,0,17447556,2056666,9422774,131768320,2370885,18304167,0,483396056,316229931,203511472,241680000,283084818,44820890,103235556,107761111,0
2015-01-17,0,381364762,52895139,108027725,90889729,130286111,54632156,24195556,36120251,78679306,715246752,0,0,16677111,0,0,0,4271778,0,0,463056221,244991659,212418917,287426303,288878167,40228810,92608889,110355556,0
2015-01-18,0,366217489,55871750,102146389,81929899,130847222,54891170,13564444,41767963,80110361,789869560,262100,0,16160111,0,0,14645476,8600458,0,0,399501556,242080553,207624611,341822628,225015000,40187470,90946667,108775000,0
2015-01-19,60629696,357158861,56047889,120822398,72215073,130144444,28215784,9368889,102591515,79303556,789905588,0,0,15462861,4409721,0,22009174,103869625,39550556,0,455041162,320869446,166826556,510716381,274447722,44874940,100751111,108580556,0
2015-01-20,58980,347514419,61699611,142750126,126282586,129822222,61228016,12337778,117168030,78653194,781751271,0,0,14619611,11991384,83079969,20480,144536345,59021667,0,459226536,296505568,162534000,314106597,273066972,40914000,109551111,106522222,0
2015-01-21,8657952,351633661,61226250,106999596,114470539,126788889,55162724,0,126577629,74971472,789884237,0,0,13980083,24484435,58651922,123979096,157804422,37643336,0,356799639,299119432,196122167,315881831,284715500,43043860,105897778,111152778,0
2015-01-22,5999653,358544329,58632944,94483897,157928502,130847222,47323231,0,102600670,74011556,773815848,0,0,13870111,7628608,41030818,11801032,110639300,40830558,0,479685213,289572211,193688806,259420664,281664639,53308360,116008889,107916667,0
2015-01-23,0,332236867,59093111,112798140,51692345,129352778,59125472,17333333,130589050,79933528,781032925,0,0,8220472,0,0,0,41141875,37820558,0,440199278,293333333,211036667,216910000,289326528,60576640,105997833,110022222,0
2015-01-24,0,312069421,58706917,139513906,13425050,130963889,54459852,7484444,27501154,78186389,735212310,0,0,0,0,0,0,1818453,0,0,253475639,260049998,205015083,279670000,293188749,62390940,102233333,107500000,0
2015-01-25,41684,310984695,60438333,138662762,13456313,130297222,53958444,9777778,0,77180167,655538904,0,0,2353444,0,0,0,1081791,0,0,219623476,264894443,209493500,305603022,283077861,62196060,104342222,106905556,0
2015-01-26,0,293325291,59770833,135076108,8088504,129994444,54953445,22560000,0,76773389,623734111,360400,0,12998056,0,0,9102,1282187,0,0,428474194,271913893,214203583,300830219,280560028,63567860,106488889,111502778,0
2015-01-27,20186350,262167578,60570083,135625367,12246361,122405556,53490056,24640000,0,78259306,493547450,1302500,0,11671139,21263603,17001382,33022862,6260933,0,0,464801756,244150001,210274528,318499569,283899917,62528970,107253333,116038889,0
2015-01-28,14946423,263088483,61139444,140221371,12917397,127130556,54308368,24035556,0,80723000,575823562,0,0,12035889,0,0,32722488,5898749,9013056,0,469760556,238438890,211466111,321129144,286632778,64644970,109475556,111647222,0
2015-01-29,51940877,351351826,58918417,115641878,50504954,128400000,54512849,2808889,0,80346611,550604499,3883000,0,11362722,0,38122208,136044096,42974728,33334722,0,481180336,264400008,188146361,318796794,277517583,60647220,112373333,111505556,0
2015-01-30,60601211,361333553,60532167,111550954,99054151,128950000,65012596,17137778,0,77479583,429583814,0,0,10841583,0,27502767,93989552,17613500,22458889,0,479216111,249902784,188699694,318720000,282372433,41442780,104453333,108783333,0
2015-01-31,25955566,362671504,58349389,75013724,48847480,129322222,60387737,24746667,0,77610500,594052581,0,0,10476250,0,12696384,16370348,2808605,0,0,480939930,189280548,190733194,344180000,282136167,53302610,106586667,95155556,0
2015-02-01,67807697,343733469,48437333,107889464,107421538,126055556,51521087,19200000,0,80801194,648690487,0,0,9903778,0,7034442,6827,23112525,0,0,449079449,236044447,157290083,377014911,218256222,63533560,113017778,111069444,0
2015-02-02,172932728,368189592,53234028,105494749,175100143,114063889,59805252,0,149208527,83424472,624130586,0,0,10233694,0,46891649,109292664,146694400,40004722,0,483422389,266366662,157136667,369368272,112463444,65691920,118453333,105913889,0
2015-02-03,148605469,299127870,61895111,121910867,132980631,128477778,69372722,0,36119019,81708917,756570538,0,0,10250806,0,5946664,141225520,188355076,34725556,0,389316972,231416660,154905500,482631175,195829528,69380080,118262222,102858333,0
2015-02-04,129707717,343311523,65848694,106698931,27842907,129675000,53110509,0,136362778,81837222,578594737,213000,0,9703111,0,732500,201666576,177312412,28971389,0,450917417,290222236,152260167,384435961,238872833,68012140,125200000,102416667,0
2015-02-05,29520725,358633511,63246278,65592033,55924059,132461111,67096682,12017778,99836769,84482472,787959633,0,0,9860694,0,0,148955584,162579946,18014722,0,480772278,313005541,138528250,363928361,274177028,47311030,114577778,100322222,0
2015-02-06,107008037,297839724,65064056,90384072,29794840,130786111,71630605,10571111,84227219,86476556,791366476,0,75494959,9310694,0,12311384,42034064,191525110,43008889,0,481149110,277802785,99042500,372150000,289492008,40220190,111240000,103894444,0
2015-02-07,23134298,277925268,64689306,148119049,33630860,142819444,72506350,27451111,35246204,85894472,721733296,0,9605414,9150333,0,14669439,157889424,87958958,27417222,0,483946056,212927772,59623361,326910000,288192075,34920670,104435556,103458333,0
2015-02-08,0,316652444,62076694,142983636,39774148,146133333,72316401,18938889,9374218,83953889,792606328,0,0,8554472,0,0,114189648,24228540,10877222,0,478419275,211922218,69115361,382255236,267505056,40474860,108875556,97241667,0
2015-02-09,45200324,337758207,62158389,138041246,140475077,138811111,66505831,11625556,90968155,80158694,776740882,0,26,8438750,0,20820548,37712784,16832043,44124167,0,480901139,260327776,81300667,344623142,109718306,50928030,97946667,98513889,0
2015-02-10,16413660,196703991,62713083,130834167,48028592,130311111,74870721,10351111,67268051,56567583,789765229,376800,0,7950083,0,0,110441808,135863919,26880278,0,484066306,295019429,149708611,389345406,128588583,46406190,95493333,109136111,0
2015-02-11,39832356,121887305,60777250,143902520,117262731,129116667,74704755,8713333,92005058,70593972,739670618,52781100,750355,7409083,0,14655550,87633920,36812652,42011944,0,481897944,261972215,145726778,350061689,257783389,39526640,88417778,103713889,0
2015-02-12,0,132895399,52032556,139093204,68834272,128733333,72516308,17088889,0,73707028,794139865,0,9636244,7097833,0,0,0,10119156,40998056,0,483134472,227344445,152348056,504871311,280283806,58428970,96697778,101677778,0
2015-02-13,0,234027751,59606250,116347792,148213365,128600000,73445752,23266667,0,75178278,784853467,0,0,7012083,0,0,0,7618278,0,0,330571349,263499993,157145750,500090000,298776949,52848610,99391111,106358333,0
2015-02-14,0,253436662,60836056,123640086,83402444,129183333,72989840,30671111,0,72348556,789953352,0,0,0,0,0,9102,788622,0,0,41753915,237783339,138484917,525280000,294599941,52426030,99937778,110600000,0
2015-02-15,296,257157423,61274500,71619670,81027710,129302778,72892697,26728889,0,71887778,784562759,0,0,0,0,0,0,2144658,0,0,53074262,254177772,127924806,463183497,295286417,63441500,58413333,111194444,0
2015-02-16,0,245300891,59474889,120191657,52785566,129213889,71936647,5875556,0,46956333,791958872,0,0,0,0,0,0,1381198,0,0,229157323,261266666,155064972,447599619,293044278,47982940,92008889,103477778,0
2015-02-17,0,183492398,56419806,108005206,15659357,124038889,71335807,0,0,73741972,787895823,0,0,332806,0,0,0,1461616,0,0,332995583,304102783,148747306,419940572,288054722,48901140,102075556,101133333,0
2015-02-18,0,202616033,57030417,113455596,17979534,91719444,72588586,11502222,0,76796000,564452836,0,0,0,0,22000269,38101904,2703110,0,0,466651147,293447232,162726194,325149189,247805944,44992140,89146667,96744444,0
2015-02-19,52120428,190825042,40257611,105277388,30083815,85263889,72853104,13686389,0,75278228,575850738,0,0,7111306,5526942,35194431,58686580,12178000,0,0,472780556,302963901,163423722,309421419,243886361,45341750,86804444,102894444,0
2015-02-20,52026770,168196138,49443333,107446991,12737359,95336111,73576722,23333,0,85760139,706675358,0,0,8320167,5874442,26396101,144495488,30725427,43000556,0,353154444,286827766,165641667,272540000,237865778,47519940,92568889,96325000,0
2015-02-21,93286285,251805289,58807806,108042806,12737358,110538889,72824248,13909080,0,87769222,621697060,0,0,8137694,3324721,16121938,30085120,64084640,19004722,0,289954556,231927778,169015583,287320000,236965333,44362610,88631111,98722222,0
2015-02-22,104510430,257894063,50095056,115043492,97685567,90594444,72855083,31148889,0,85540556,734682567,0,0,7818917,0,0,70027952,75782857,25595833,0,269428167,211313883,171655583,276557781,233271667,39842310,86848889,106533333,0
2015-02-23,0,236097476,49020639,114030556,39357578,51902778,73132398,30677778,0,86005806,779683917,0,0,7634306,0,0,185400896,4102997,22256389,0,395191199,264316661,177992889,300609097,199211861,29298530,87062222,98938889,0
2015-02-24,69183860,210210283,58482278,113841972,81595829,67358333,63756730,30622222,0,84894250,645751012,0,0,7752333,0,0,0,48685892,33330278,0,443696508,292500000,181327556,224606058,225557000,25281640,94222222,97583333,0
2015-02-25,0,249764572,55045806,89286881,22660109,95283333,54930523,19360000,39838379,86515472,698813708,0,0,1358417,0,0,29755166,346783,8645833,0,409931028,274991659,180779250,288169742,285889583,30335500,96382222,93527778,0
2015-02-26,0,228773418,56409139,123170259,29318298,132694444,72512152,14977778,0,86927444,678905211,0,0,2398083,0,29024711,0,9972735,13270000,0,359246250,265149994,183733333,307469219,298203222,24790360,2737778,90697222,0
2015-02-27,64080,242708071,60135056,118731113,48746421,146061111,74587683,24328889,0,86869583,713043893,0,0,0,0,0,13653,602425,19027222,0,272663795,234408332,160842750,319520000,299682048,41128030,80720000,90613889,0
2015-02-28,0,229834372,70296500,120060578,23780224,146952778,45597120,31928889,0,86488944,594502064,0,0,0,0,0,0,439607,0,0,192931302,234602780,143576306,338730000,267245631,41911580,93035556,89388889,0
2015-03-01,0,246901726,69221889,90548799,29792325,148750000,35318689,32702222,34622204,86679639,508445745,0,0,0,0,0,0,0,0,0,206487278,322811110,151608889,347571531,242226194,45221220,97164444,8.8e+07,0
2015-03-02,20048,216139611,67551722,92861328,37460430,150655556,47960886,30773333,36114346,86241389,727118763,0,0,7691500,0,0,13664712,1279921,21826111,0,304461694,369986098,132216361,322455433,277784111,44976920,90751111,87944444,0
2015-03-03,0,199528503,69389722,99717967,24184996,134808333,69685487,31608889,59178139,86459694,547164737,0,0,7844056,0,29307767,62559576,2327330,29863056,0,307772355,441491665,163851306,284220214,268909722,45174330,91444444,92069444,0
2015-03-04,80412176,171565676,71401250,132460652,2006153,128875000,69711463,23040000,76943993,85740556,625993438,0,12469975,6407361,0,0,152842240,76837829,38016942,0,168277889,423319431,164616444,310413097,278588528,46224500,91124444,92225000,0
2015-03-05,48721226,203646961,71744889,118684294,7588903,126780556,73528452,25973333,36120953,85482306,454031673,0,48011265,7588056,0,38138319,105110192,56650105,38016667,0,277757682,400555556,169293583,299418978,252026889,40171030,93413333,96283333,0
2015-03-06,0,203766546,60118006,123580924,6262018,100372222,56695278,27466667,36125458,84141194,458804418,0,24265344,2443306,0,0,0,81450,37009997,0,153737284,367116665,198755556,292622339,289197138,37835860,93751111,88527778,0
2015-03-07,0,220250723,68421917,132959163,4190417,93713889,51505995,23626667,36091099,79527611,470567902,0,0,1750556,0,0,0,704185,0,0,24340457,258177778,215725278,289417767,282795073,39687890,87315556,86569444,0
2015-03-08,0,242200080,73487111,134706828,5732837,101777778,26402492,18880000,36128742,76778917,517952183,0,0,4935611,0,0,0,27304634,0,0,99392445,253497230,215747361,288942083,275041722,45616860,89031111,87963889,0
2015-03-09,0,210563064,74817611,137960527,5710989,111341667,8658199,23982222,40603664,69154417,568655896,0,45132939,8755250,0,19071104,38088252,36342638,0,0,346767444,359066671,211116111,298373147,272527056,43884890,82306667,84063889,0
2015-03-10,0,208701978,74867111,114887899,11849530,129605556,0,26648889,41202114,64006889,730214032,42295300,50248744,3256944,0,0,8250,1465356,0,0,110507339,365430569,213881306,287608375,272254667,45217830,92013333,86472222,0
2015-03-11,0,189594651,76988556,124327749,8287652,132555556,3038194,23306667,43583267,79681528,761378625,76488700,0,4060139,0,0,0,18601564,37000556,0,101000985,368519457,213587972,292674947,278060389,55218780,93115556,86872222,0
2015-03-12,0,191807202,75502944,118040278,2544175,141258333,31215101,12942222,43100834,83731972,532062671,0,0,4767639,0,0,0,3822333,13017222,0,137872622,344272224,198125417,288102017,277500639,61235330,93755556,95236111,0
