"ApplicableFor","System Entry Energy, Aldbrough, M+15","System Entry Energy, Bacton - BBL, M+15","System Entry Energy, Bacton - Perenco, M+15","System Entry Energy, Bacton - Shell, M+15","System Entry Energy, Bacton Interconnector, M+15","System Entry Energy, Bacton Seal, M+15","System Entry Energy, Barrow , M+15","System Entry Energy, Burton Point, M+15","System Entry Energy, Dragon, M+15","System Entry Energy, Easington - Dimlington, M+15","System Entry Energy, Easington - Langeled, M+15","System Entry Energy, Grain NTS 1, M+15","System Entry Energy, GrainNTS2, M+15","System Entry Energy, Hatfield Moor , M+15","System Entry Energy, HillTop, M+15","System Entry Energy, Hole House Farm, M+15","System Entry Energy, Holford , M+15","System Entry Energy, Hornsea , M+15","System Entry Energy, Humbly Grove, M+15","System Entry Energy, Moffat Entry , M+15","System Entry Energy, Rough , M+15","System Entry Energy, SouthHook, M+15","System Entry Energy, ST Fergus - Mobil, M+15","System Entry Energy, ST Fergus - NSMP, M+15","System Entry Energy, ST Fergus - Shell, M+15","System Entry Energy, Teesside - BP, M+15","System Entry Energy, Teesside - PX, M+15","System Entry Energy, Theddlethorpe, M+15","System Entry Energy, Stublach, M+15"
2018-08-28,80464879,0,141810333,91479889,0,149536111,0,18316833,0,65289644,191820345,0,0,0,0,0,152139088,14653550,0,321940,0,55019446,209986480,327914201,235259444,78637917,76275556,0,0
2018-08-29,98619490,0,159828750,92810222,1891892,148066667,0,17258250,0,61525499,198528610,0,0,0,12647495,0,200863296,22830838,0,0,0,54986110,194778176,326994653,236333944,79384500,74400000,0,0
2018-08-30,100319079,0,153540056,96516417,4118216,158202778,0,17817389,0,63825363,227784127,0,0,0,10787774,0,140447296,4.5e+07,0,185734,0,54983334,204827376,332440313,236113833,79525333,66991111,0,0
2018-08-31,47366422,0,150506917,98666417,2203087,160975000,0,17879694,0,67316166,216165288,0,0,0,0,0,112157592,26875000,0,0,0,72055554,200703232,331290000,236113833,79450556,81746667,0,0
2018-09-01,11967053,0,147000556,102173695,121538,161827778,0,17717611,0,66944891,200505038,0,0,0,0,0,0,0,0,514482,0,71944444,200993184,333011736,60667778,0,102102222,0,0
2018-09-02,7607634,0,145862333,101626278,121538,152197222,0,17651333,0,66478143,298425734,0,0,0,0,0,0,1,0,2794431,0,71994442,143986784,282994705,7573083,0,100848889,0,0
2018-09-03,125426569,8730731,128496639,80506695,0,148186111,0,17663444,0,64150568,307280335,0,0,14689000,22833047,0,152507744,56250000,0,88706,0,55002776,142330992,254496806,2419194,0,101306667,0,0
2018-09-04,104635938,0,149451972,75601806,158799,141402778,0,17562583,0,65711321,301190923,0,0,18413944,16566660,0,36886756,1.5e+07,0,174267,0,55002776,212068144,253000035,165334861,0,113617778,0,0
2018-09-05,50056323,0,144419472,74216889,223673,146994444,0,17821111,0,67005845,259214439,0,0,18441278,10721663,0,60088320,1.5e+07,0,383798,0,54997224,241306912,261207240,216840361,0,112275556,0,0
2018-09-06,117582495,0,141124139,75987639,928284,140130556,0,17879194,0,64994046,229229240,0,0,18252667,22832491,0,18691414,50625000,0,694100,0,54997224,217215440,255993889,215174806,0,114328889,0,0
2018-09-07,33024627,0,147967583,80949500,648593,131227778,0,16526667,0,66034479,188420720,0,0,0,0,0,0,2500000,0,399738,0,54850002,206034016,251353941,166559056,0,114248889,0,0
2018-09-08,33636513,0,147440389,81147083,24850,138911111,0,17225556,0,67171847,191290244,0,0,0,155556,0,0,5e+06,0,273352,0,5.5e+07,205872064,251350000,215174806,0,114560000,0,0
2018-09-09,7491936,0,139548528,78794361,24850,140147222,0,17399278,0,65505166,175641559,0,0,0,0,0,0,529500,0,7437231,0,54936112,209888752,309549479,236699111,0,111475556,0,0
2018-09-10,50649372,5786787,146410833,77329917,0,152555556,0,15154444,0,52843609,163663761,0,0,10410139,0,0,9102,12500000,0,0,0,54988891,210939392,285572882,236042028,0,105222222,0,0
2018-09-11,15751095,0,149643778,81217222,1482555,158558333,0,16551389,0,63440058,173313001,933888,0,0,0,0,0,23087,0,0,0,54941665,177308480,309594897,237517972,0,111137778,0,0
2018-09-12,43936274,6664665,113218028,80481833,0,156347222,0,16849611,0,58737416,519743293,0,0,0,0,0,0,1e+07,0,0,0,54966668,211607568,315832431,233417833,0,103426667,0,0
2018-09-13,128789461,0,133045250,77939611,5350350,157055556,0,16277750,0,56891440,270883519,0,0,0,0,0,55701052,38792140,0,0,0,54983334,187992304,319014549,237140472,0,110791111,0,0
2018-09-14,12544921,0,146261972,81252722,0,165713889,0,17166472,0,57817099,296373879,172032,0,0,0,0,17899520,0,0,4477,0,55005557,183492944,315440000,237140472,0,115466667,0,0
2018-09-15,23516241,33173173,144713639,79880445,263728,151697222,0,17304861,0,39883818,210574293,0,0,0,0,0,0,2024937,0,4484697,0,55211110,193079248,313530000,237140472,0,116044444,0,0
2018-09-16,7707831,25947948,142481778,82444556,5633745,137355556,0,17032861,0,52480817,231564401,0,0,0,0,0,0,6846937,0,2225106,0,54983334,199484208,301469479,232749833,0,119231111,0,0
2018-09-17,23522785,0,145452028,87790139,238521,137511111,0,8373444,0,52208507,309549016,0,0,0,0,0,22350508,2500000,0,5525664,0,54972221,139964064,282101319,211053056,0,118715556,0,0
2018-09-18,8879246,0,142674833,87552611,0,151158333,0,380000,0,54726863,332334533,0,0,0,0,0,0,0,0,0,0,54983334,195528736,306120069,228746389,0,117937778,0,0
2018-09-19,27890496,0,146846083,102262334,0,0,0,2500000,0,59966301,237765269,0,0,0,0,0,0,16722848,0,0,0,54950002,200958160,236838281,275612944,0,99208889,0,0
2018-09-20,109310799,356356,148411028,104615250,7302464,160783333,0,0,0,61047315,287231846,0,0,2707472,0,0,49115592,21749170,0,0,0,54997224,184002288,236838281,279818250,0,109911111,0,0
2018-09-21,48459389,14661662,94682667,89931500,61934,170450000,0,1314444,0,62010051,237990800,688128,0,0,0,0,28285156,8750000,0,0,0,5.5e+07,154698720,239430000,279818250,0,114826667,0,0
2018-09-22,54657901,12133009,38925278,88184306,0,185669444,0,144444,0,62651698,554476691,0,0,0,0,0,13393920,16875051,0,0,0,5.5e+07,148241568,274870000,279818250,0,114124444,0,0
2018-09-23,3377563,11011764,41708000,89887778,0,176586111,0,2657778,0,61274093,589957077,0,0,0,0,0,0,3750007,0,1079807,0,54963888,147668176,310451771,262087694,0,114880000,0,0
2018-09-24,111617390,8798799,41974222,89800834,2077212,173805556,0,14894194,0,64276027,449052306,0,0,0,0,0,148616544,28939757,0,0,0,54827779,151517648,307646806,266783306,0,104515556,0,0
2018-09-25,92249080,30558559,41142444,100106334,981643,173163889,0,15559333,0,62105814,278913101,0,0,0,0,0,119580448,0,0,0,0,54961111,167094464,319003125,273311083,0,98275556,0,0
2018-09-26,8223409,10354354,41144472,85875000,770216,172705556,0,16435556,0,64524933,342432900,0,0,0,1487499,0,33619056,0,0,117893,0,55027779,200890704,309213542,252206472,0,105120000,0,0
2018-09-27,4514375,8552553,40795250,105052723,253312,175186111,0,17299889,0,61098620,471122296,0,0,0,0,0,12201530,0,0,0,0,55011109,209808992,311145035,213586083,0,89644444,0,0
2018-09-28,102637241,36127127,41775111,103877695,3936864,182588889,0,16423333,0,47436995,221941139,0,0,0,22863047,0,38912000,4037250,0,0,0,54902776,209927872,305950000,211754959,0,119093333,0,0
2018-09-29,80014606,11055055,44123444,102627834,265746,180680556,0,12955556,0,52134025,299458838,0,0,0,0,0,0,0,0,0,0,54988891,201684240,307990000,212336608,0,127600000,0,0
2018-09-30,49838830,4745746,69259583,106158750,83964,160638889,0,13036667,0,62221980,386552319,80,0,0,22831658,0,0,79650,0,0,0,5.5e+07,204336624,312185382,213032000,0,125551111,0,0
2018-10-01,0,0,0,0,0,0,0,0,53116570,0,0,0,0,0,0,0,0,0,0,0,0,54991673,0,0,0,0,0,0,0
2018-10-02,8496444,0,104076639,106312806,0,156305556,0,15986000,87880150,65595824,447087516,0,0,0,5868609,0,27097318,6322644,0,2451431,0,55008333,204918576,296782118,240615139,0,100968889,0,0
2018-10-03,27366972,0,121044083,109670667,0,156577778,0,16887750,0,62315547,486029959,0,26354149,0,0,0,0,0,0,517155,0,55005557,198708080,305131076,243676056,0,94088889,0,0
2018-10-04,70550122,0,147858000,89956111,0,156741667,0,13000500,73280502,51426272,460581698,0,0,0,13077495,0,15646720,0,0,0,0,54963888,202954992,276115317,274334167,0,110577778,0,0
2018-10-05,62508209,14798799,148424861,111389695,1866867,157758333,0,12559694,44843624,51103931,432801152,0,9012859,0,0,0,30251236,2839144,0,1082228,0,55005557,187161216,314309939,274964944,0,107297778,0,0
2018-10-06,88647892,16018018,147384361,110249556,16521297,153119444,0,16546667,55736526,55841581,509590287,0,10007102,0,0,0,0,0,0,2036592,0,5.5e+07,171549600,323218160,274916944,0,95555556,0,0
2018-10-07,12258314,10942943,140752167,112365667,18868444,114338889,0,3808889,55679028,54736435,566094621,0,10273533,0,0,0,18204444,0,0,118801,0,55094443,179562560,323180139,275009083,0,101604444,0,0
2018-10-08,19608553,0,140227778,109022861,17329514,142383333,0,16442583,69135796,40127194,557500919,0,15006056,0,0,0,10299165,1548218,0,3217710,0,54838888,193156064,316780816,253574917,0,100728889,0,0
2018-10-09,37342378,0,137680528,109517334,48,137611111,0,16168972,72273987,51039153,429229179,0,46616445,0,14358050,0,43963736,1452501,0,2930710,0,72273987,209904832,314659462,236090222,0,86777778,0,0
2018-10-10,14690318,0,140761361,108854139,0,146130556,0,13332278,109687935,50799226,481822722,0,23350070,0,0,0,11119,0,0,884129,0,54980554,207333712,263637865,176589694,0,82266667,0,0
2018-10-11,13358212,0,139501694,83195945,0,150505556,140339,2595556,73266182,53012038,488571644,262144,29945132,0,2902499,0,0,0,0,0,0,55024999,201661984,273348134,221417861,0,99928889,0,0
2018-10-12,28117441,19379379,112246306,106683195,0,148888889,7616412,3434444,85000801,54101438,473528489,0,105459878,0,0,0,0,2235364,0,598916,0,55019446,201187296,304690000,221417861,0,103280000,0,0
2018-10-13,2728872,28828829,115866167,109580195,2905706,148852778,18305931,0,0,55520294,647707942,0,2074,0,0,0,0,0,0,0,0,54983334,197368688,321920000,221417861,0,110542222,0,0
2018-10-14,43202014,43843845,127802028,111840667,5166366,150291667,18872500,10868250,36630161,56080509,739425777,0,0,0,0,0,0,9375000,0,524058,0,55008333,202452576,327485130,215806556,0,111004444,0,0
2018-10-15,18520366,72872133,128803028,111761750,0,150319444,18718177,11621194,100844223,55112634,665868951,0,150299311,0,0,0,3795627,3,0,0,0,55100000,194178704,326154523,225182222,0,112133333,0,0
2018-10-16,18550910,0,132470639,107290500,0,153288889,18185779,12566722,93776306,57352783,797937894,0,91787703,0,0,0,5559,77,0,1270029,0,54980554,194905232,357527682,232832611,0,112400000,0,0
2018-10-17,19377327,11126126,138780611,106155584,0,149658333,17451144,8889,80687119,56913093,786928116,0,9848,0,0,0,0,0,0,0,0,72025002,198682240,433191111,176432833,0,116008889,0,0
2018-10-18,55672637,10573964,135731472,106485889,0,95916667,17602005,2132944,120254456,58048032,514063192,0,0,0,16290549,0,109390512,1.5e+07,0,0,0,71969443,199592496,294773498,229419306,0,116240000,0,0
2018-10-19,16579206,11011011,91612389,109041278,0,71150000,9180808,16192056,71845976,57416931,753485511,0,99240556,0,10657774,0,0,21230927,0,1254093,0,72027774,199971328,337210000,225577964,0,116293333,0,0
2018-10-20,5389932,0,131829583,108268556,0,73461111,12442366,14287778,63045750,59294043,774658245,200,50578124,0,0,0,3102,24879624,0,0,0,71949997,206301376,341250000,248405572,0,113657778,0,0
2018-10-21,42928002,0,49922417,108644806,0,98738889,12825663,16309389,36104980,59013644,720369534,0,51101424,0,0,0,0,14104072,0,3246585,0,71963891,200805648,347412700,284529833,0,106742222,0,0
2018-10-22,23374661,7447447,44410722,110316473,0,132950000,17705376,16132389,18062277,63278343,750420060,0,37681129,0,0,2937777,9102,0,0,0,0,55008333,199160368,319632439,237571944,0,104960000,0,0
2018-10-23,29242421,0,36921667,107133667,0,168525000,37583333,12737778,0,61615658,648240898,0,55112526,0,0,0,10681458,490103,0,1195536,0,55008333,198035008,327717413,231804972,0,90915556,0,0
2018-10-24,27931473,9669670,21687750,105497111,24,179691667,38298501,16318500,92025200,63159200,485861751,0,91955980,0,0,0,154082416,2213036,0,0,0,54900000,199957616,340856918,231537750,0,96391111,0,0
2018-10-25,31223489,17156156,41346278,99183500,0,166327778,31244779,15977000,98397057,64211136,671494380,0,156689262,0,0,0,28025742,6118741,0,0,0,55011109,198672896,353318108,221521361,0,90880000,0,0
2018-10-26,40810775,22847848,135957944,98448223,0,148847222,16647139,11647778,106790367,62480198,643741916,0,162719538,0,0,0,4610276,3261552,0,0,0,54972221,188311264,640860000,221521361,0,86986667,0,0
2018-10-27,17741749,64418450,132652611,0,0,146394444,660496,13213333,117317787,66017838,826743405,0,149513970,0,0,0,0,2965677,0,0,0,57541665,188270416,412640000,221521361,0,98560000,0,0
2018-10-28,88296137,78572604,135017306,99278361,0,131172222,14211250,15837778,139404558,63265264,794422812,0,205627964,0,0,0,0,41250000,0,1039376,0,54961111,191675776,388092014,212744500,0,97106667,0,0
2018-10-29,43784284,63526567,136325472,101523528,211604,143166667,14561857,11653250,205137466,63788022,801250290,0,276327001,18244361,24907213,0,98372264,732677,0,757876,0,72038888,184776544,472616597,222736333,0,97382222,0,0
2018-10-30,69904425,54699702,143906861,0,0,0,3433,11127694,194019897,61980868,791360069,0,470931664,0,22864436,0,185944720,30324036,0,829555,0,95975003,195200336,418525208,175904194,0,94502222,0,0
2018-10-31,133591728,127015344,137067389,104855056,0,157991667,0,3948167,171046356,63404814,770008528,0,246248136,0,22848325,0,198929088,32994804,40963889,0,0,86991670,188100752,302728073,200417306,0,95226667,0,0
2018-11-01,63725640,133415722,135303944,103158084,9609611,157511111,13461253,15541806,233761703,60700037,803698850,0,120632125,0,22848602,0,144793600,3200000,0,0,0,135252779,204363952,319192405,239459056,0,94302222,0,0
2018-11-02,5768764,70562269,139087944,106641084,0,157361111,21424283,5163333,233648407,60167769,803082793,0,90137824,0,22854714,0,37678648,989302,0,0,0,192266659,208005824,435410000,239459056,0,107444444,0,0
2018-11-03,7212147,20261261,139991250,111061500,0,156308333,25031205,12379000,67984375,61047244,806712359,0,79531755,0,0,0,0,27,0,0,0,129719442,203021392,384290000,239459056,0,110257778,0,0
2018-11-04,1900516,24109109,135852694,107350861,0,155997222,14952459,15477361,70939331,63054545,809724473,0,78410989,0,0,0,0,9228047,0,0,0,127297219,197764880,416609861,227590694,0,87786667,0,0
2018-11-05,15380631,65152792,49894139,101653139,0,184525000,15003436,8e+05,117811234,63107732,797445119,0,104292089,0,0,0,0,0,0,1258819,0,156563890,196917296,435872240,225099611,0,85315556,0,0
2018-11-06,4405643,16433433,41692389,116775889,0,187791667,29746967,0,52240040,62859257,654424233,0,98983958,0,1630277,0,0,732677,0,11915,0,143980560,201826656,326094019,225005833,0,79448889,0,0
2018-11-07,27251915,32600601,79184611,105179945,0,158980556,34723375,0,102579544,61440934,660739963,0,64196805,0,0,0,11156,9375000,0,0,0,165344442,192634752,338004123,233653361,0,82382222,0,0
2018-11-08,134277421,62368368,120538806,102731695,24024,157544444,33208321,15439972,18093960,61214353,451465662,0,110181116,0,21796658,0,74943144,43559661,0,0,0,185791660,153979184,331987882,238887333,0,80204444,0,0
2018-11-09,2660114,10740741,129756722,118591195,0,157594444,1729934,7904444,13569234,62584046,757928300,18833408,45657879,0,0,0,0,495635,0,1579145,0,144327783,186171600,389520000,238887333,0,81920000,0,0
2018-11-10,2816124,0,110879278,125177778,0,1.45e+08,7417281,13692194,178995682,61849099,789558582,27869184,40503703,0,0,0,0,14520802,0,165519,0,151297217,177041216,384320000,238887333,0,82160000,0,0
2018-11-11,5033958,0,148345389,110472973,0,158127778,494558,12828667,249807236,64678424,673753953,1114112,67425604,0,0,0,0,15404927,0,0,0,142841661,186599264,309176884,277284278,0,83404444,0,0
2018-11-12,43881904,0,151622694,110500111,0,150808333,16256143,15494250,252938126,66060259,731257460,0,70694256,0,0,0,0,13999427,0,0,0,125263892,201534048,281832222,283373306,0,109937778,0,0
2018-11-13,5707,0,141688361,108602611,0,152880556,34284507,14769278,237362289,65612305,546002108,0,72173341,0,0,0,0,9962197,0,0,0,102658335,200084096,289508472,262998028,0,124111111,0,0
2018-11-14,30099200,0,143578583,103593167,0,152588889,37198170,14531944,96185623,67187513,520055969,0,72200000,0,0,0,0,12534878,0,1183853,0,100311110,199995296,290939262,255780861,0,119444444,0,0
2018-11-15,10636909,14907908,145176722,115576695,0,147283333,36924837,7461111,17987097,65213886,732922222,0,72200000,0,0,0,0,5936786,0,443346,0,71575004,203193424,273596172,230699139,0,120115556,0,0
2018-11-16,46879677,19572572,113132472,83462584,0,99866667,36632142,15255111,17987097,57242005,773061750,286720,93044444,0,0,0,13981014,18750050,0,880842,0,81155556,202650464,340940000,230699139,0,121688889,0,0
2018-11-17,364323,0,118238306,113889362,0,120469444,36874243,15345556,92867638,64198930,663635328,0,75893987,0,0,0,0,5793677,0,752265,0,73366665,203405456,191070144,258697199,0,118506667,0,0
2018-11-18,34596227,0,146318500,125552501,0,140350000,7946371,12311111,117895317,62417001,684840506,0,70398387,0,0,0,0,5625000,0,287727,0,62505557,202388320,281994566,255519556,0,121413333,0,0
2018-11-19,12742726,30378379,141541833,125264973,0,149155556,0,13145556,123727646,40695509,798123372,0,255156573,0,0,0,6844871,5625000,0,1989559,0,160630561,204990336,466031389,225566194,0,111266667,0,0
2018-11-20,1834177,119903904,133579000,120748028,0,148552778,0,15011389,199908203,51286147,779690355,0,419122096,0,0,0,46080000,2816457,0,0,0,242625003,194823696,368098212,227541722,0,111071111,0,0
2018-11-21,5676795,136578579,134461556,117021862,0,149652778,0,0,212481293,61900477,811146867,0,463970506,0,885555,0,67857064,4956149,0,0,0,251672228,186196912,414591215,247686778,0,107613333,0,0
2018-11-22,18015577,181082949,122985028,114991362,0,146594444,0,15230472,224784546,62096574,807503926,0,367875366,0,0,0,158260320,1e+07,0,1,0,260066667,187611664,540285556,251327417,0,105373333,0,0
2018-11-23,7991754,166550550,96129250,118269806,0,153094444,0,4693333,143858673,61707173,812286613,1990656,327185454,0,0,0,85433456,286802,0,0,0,236522217,189144480,527890000,251327417,0,97848889,0,0
2018-11-24,6048783,166990991,122043889,121787417,0,145797222,0,14855556,155118286,62202560,809409050,5005312,173126948,0,0,0,0,1863250,0,241830,0,70933334,205105264,470730000,251327417,0,101413333,0,0
2018-11-25,3115666,166990991,113574389,119990278,0,145533333,0,9273333,154467392,59511820,808142089,0,177996308,0,0,0,0,2619177,0,0,0,76630554,208930704,443175469,227577583,0,101102222,0,0
2018-11-26,49185617,0,119109639,117777278,0,142822222,10123184,4195556,217447739,60854070,806814683,30212696,345602782,0,0,0,59328288,25464787,0,0,0,130024999,206710272,459592326,239316944,0,102324444,0,0
2018-11-27,134865661,0,93708167,118358750,0,44544444,21044431,13647495,217499176,55667635,709851355,34746667,390822222,0,30458600,0,68453264,54730177,0,0,0,161888885,205569792,296391745,227002306,0,105391111,0,0
2018-11-28,12980890,0,59593556,111836667,0,33911111,15127092,14041194,202787201,57460676,693661144,6217729,345461922,0,0,0,18204,0,0,0,0,165838894,189656800,274910000,218827583,0,99631111,0,0
2018-11-29,0,0,73455611,109964723,0,40180556,17898426,15783194,225467667,55281842,593323821,0,351697838,0,0,0,0,11589983,0,0,0,189008331,176331392,270026354,206866417,0,96644444,0,0
2018-11-30,4508142,0,79572472,116695778,0,53747222,33283620,15474556,0,60745296,615675480,0,346188889,0,0,0,0,10184302,0,0,0,195666667,198021008,277060000,206866417,0,111382222,0,0
2018-12-01,58550835,54650650,117553833,113127389,0,128438889,22982701,15475778,104264359,60039173,634485514,0,354627986,0,30527211,0,53684908,25059652,0,0,0,109327774,153337472,264250833,220744778,0,111302222,0,0
2018-12-02,2250781,1441441,118899972,118996278,0,142177778,31699763,15075306,224860931,61332108,480050470,0,306234172,0,0,0,0,10307677,0,2580587,0,119152781,195778944,253542600,215971694,0,110542222,0,0
2018-12-03,7589664,37282282,117610250,117160028,0,144027778,36872464,14731056,230876648,63920037,653582215,0,373118114,0,18858604,0,0,0,0,0,0,226141663,207622880,260859227,207886917,0,102644444,0,0
2018-12-04,49467948,24121674,120603333,113585612,0,144325000,30956714,15180778,245362396,63762172,781148898,14688256,444124040,2521500,30472488,0,60930276,24548652,0,0,0,221163890,182533104,440075833,135820000,0,99977778,0,0
2018-12-05,68350031,65356327,120602972,112468889,0,142450000,22577660,12180000,247397079,53873283,772595248,3547136,451065756,0,0,0,73200072,1.5e+07,0,0,0,265099996,84091040,329737465,16102861,0,120844444,0,0
2018-12-06,17966140,79671937,86830500,110314334,0,130294444,27964295,704444,229746658,44709793,754096539,24576,240511149,0,0,5881389,29300052,1545231,0,0,0,114027778,170725296,302848698,123369944,0,120724444,0,0
2018-12-07,918364,28848849,64807861,122273639,21744288,123863889,38313154,15421472,131899796,53669212,780353138,30261248,125059612,0,0,0,13653,2407142,0,2655550,0,90966670,213793120,384912969,193292722,0,118688889,0,0
2018-12-08,3221473,45267501,96686806,124140584,0,135852778,38550264,15170556,87898903,64749619,800035320,70713344,60004098,0,0,0,11156,0,0,265517,0,81991670,200075632,395274288,221339583,0,117542222,0,0
2018-12-09,41020533,45267501,113554167,113072000,0,138513889,18616430,14647083,92744659,64285839,804268262,66215936,65028807,0,0,0,0,2931440,0,0,0,92191671,222658128,404827483,197738167,0,107675556,0,0
2018-12-10,79247892,198306061,114341750,124595195,0,136061111,29088251,14809583,205503314,53750899,783754213,67371008,360663067,0,0,0,43221904,4e+07,0,0,0,151405555,214620192,341568238,188386778,0,98813333,0,0
2018-12-11,30233075,145241302,87438944,123388528,0,130402778,38412646,14564056,108446877,52817892,803575361,70000640,359922459,0,0,0,0,8967372,0,0,0,142347226,219794960,464662708,232662028,0,113484444,0,0
2018-12-12,32380886,127583679,61845194,104455278,0,119394444,38376631,14399278,84979050,61414968,810131022,67854336,374419736,0,0,0,25008358,15691511,0,1499259,0,181247220,198887664,452714010,226954389,0,111835556,0,0
2018-12-13,61664257,218699861,74242472,116342723,90,121158333,12621551,14711444,224573059,61843825,815059097,69877760,356433554,0,2952777,7340831,65645228,28926102,0,0,0,140441666,201053968,514082431,222722694,0,111453333,0,0
2018-12-14,49885611,365301760,78654167,111808973,0,122650000,7113375,15234583,253401840,62430805,814839840,85942272,330366667,0,0,0,115325160,43868766,0,0,0,166777785,204329520,446760313,198645722,0,111137778,0,0
2018-12-15,83176504,282967999,67651139,114414306,1328577,140900000,15081250,15122222,194623871,59982906,808103807,70025216,217041463,0,4274721,0,38834632,49537762,0,9407341,0,54766667,213960352,488660000,222722694,0,108911111,0,0
2018-12-16,15163009,193061093,80096389,111230306,3483532,144038889,38050294,13806194,194475037,57735277,802324826,69795840,124938928,0,0,0,48182616,23857343,0,0,0,80278000,213675360,520516389,257597056,0,100244444,0,0
2018-12-17,34047103,264503801,117585472,113493362,0,136919444,38529839,14861500,99034981,58355353,788938855,71852032,110864366,0,0,7163886,0,31875000,0,0,0,102333333,204051136,487172778,242352972,0,82751111,0,0
2018-12-18,75037306,322865585,123262667,112458389,0,136177778,38549945,14903444,58622051,56427121,770189006,68673536,49278262,0,0,0,0,1876151,0,1444751,0,147230564,197383808,378404063,245869417,0,89511111,0,0
2018-12-19,65978160,192190286,119676556,104506223,601802,136183333,38806608,15035750,117224678,59011922,789990162,44081152,57687029,3605667,0,0,25208604,15625000,0,0,0,107002775,175042096,529802760,243516611,0,114524444,0,0
2018-12-20,28244843,316145701,133072389,73552722,7901,135755556,42073362,14639306,117230789,57078931,809646963,294912,39547069,0,0,0,29295504,4648030,0,0,0,137152778,180604960,449861267,208002139,0,107177778,0,0
2018-12-21,9018866,310056182,138753000,79147583,26034162,138905556,42127443,14792667,87937233,56504407,807596314,0,31033333,0,0,8816663,9102,0,0,0,0,105744444,176213984,559199410,210598861,0,106586667,0,0
2018-12-22,1373233,196384914,131118472,102722139,39515701,144247222,41703139,14866861,121321472,62037080,810737362,0,30120237,0,0,0,0,0,0,0,0,106963891,181562960,486375156,232667389,0,91533333,0,0
2018-12-23,50312881,290787316,123974833,104451250,41022807,143241667,42220074,14481639,70687630,58869515,809157721,0,36160120,0,0,0,19192036,0,0,3065549,0,107422223,184806656,418083854,240400194,0,87168889,0,0
2018-12-24,0,270088184,120200306,110745528,90127568,148180556,42158220,14350944,173306229,60516019,803800506,0,59500000,0,23468324,10271941,0,0,0,6193211,0,119633333,188504800,463094826,234143694,0,87146667,0,0
2018-12-25,60902,302283022,126542083,112392612,59635652,151916667,41705990,14423917,166399597,49290419,810307492,0,30013996,0,0,0,0,40,0,13140519,0,103877775,187443728,436905043,239165889,0,81515556,0,0
2018-12-26,5214712,164521986,142297722,111614834,54802018,154988889,56456604,14235528,166368668,59211382,812519565,0,30075483,0,0,0,0,0,0,8678583,0,100027779,190062384,399382813,238836333,0,74004444,0,0
2018-12-27,2163716,179723067,137532250,114797528,54148565,152002778,63267651,14742722,241128372,60268361,793762833,0,29971693,0,0,0,0,0,0,8344887,0,102491667,199423072,419860226,236069250,0,83902222,0,0
2018-12-28,0,30030030,100422194,114342584,15039,134025000,35202077,14163861,199308121,63263163,812086360,1482752,44989232,0,0,0,0,20,0,7166454,0,118355556,192356336,473457222,228530972,0,76871111,0,0
2018-12-29,3296378,30030030,104852417,110243834,0,128944444,55364102,13703083,184652359,55850603,788016507,253952,96113914,0,0,0,0,0,0,10163377,0,96838888,182109024,379591684,222588139,0,98200000,0,0
2018-12-30,7790198,30030030,107006444,108977111,852180,120286111,58550573,14273944,161379761,58801076,800872167,0,93326441,0,0,0,0,4527980,0,9515598,0,96797223,183872848,380626823,232257889,0,103875556,0,0
2018-12-31,3631460,30030030,107756194,108690250,1766511,121130556,71441686,14306306,146501633,62090572,712285882,0,108244824,0,0,0,0,7332190,0,7538824,0,125811111,183428624,365295243,233187472,0,102680000,0,0
2019-01-01,17003007,103335978,135721500,112733112,108574977,140302778,72289153,14146722,222773438,63899562,711575039,0,80495356,0,0,0,5578,14005012,0,8260876,0,55133332,189726000,294290877,238153333,0,126920000,0,0
2019-01-02,29257620,218555782,136592778,112429028,182709625,137977778,73069202,13983389,206169540,61446806,807476417,58777600,304358473,0,0,4421943,19219344,12724564,36905000,3170311,0,63983332,168976752,504839722,246244583,0,117471111,0,0
2019-01-03,26821573,305843142,141566528,117322612,86193212,142013889,69334242,13955833,193808746,60488935,811491292,73760768,288208179,11579694,0,13204717,127590400,8531367,58128892,0,0,119024997,187186592,549158785,249153444,0,124004444,0,0
2019-01-04,26311726,368029310,135353639,123518278,30609780,140880556,70720819,13740833,243270874,59668174,805969414,22102016,302008912,11548750,0,21999992,58836768,5645669,53719444,0,0,160588888,190606544,554907743,243741583,0,127648889,0,0
2019-01-05,16803104,382682284,144508806,124655667,122894914,140933333,71506468,14278278,210280579,56079273,799386399,0,237548332,0,0,0,4551,0,0,0,0,110922224,194257680,490730330,240339750,0,111844444,0,0
2019-01-06,6666725,272627408,137797750,120146250,111572284,140955556,66459374,14249333,210257690,60320866,800147316,0,223018800,0,0,0,0,0,0,0,0,113366665,203189936,472994583,244080694,0,100862222,0,0
2019-01-07,23440726,211074375,132348111,112163612,61531069,140905556,65159590,14085389,97208435,54139808,799901558,475136,46566435,0,0,0,10722418,0,0,2496630,0,110044445,203387152,417538967,236316167,0,121840000,0,0
2019-01-08,12758830,184714081,132505806,107135806,17151519,140944444,64899027,14416639,208252319,59563460,815367143,196608,213122858,0,0,0,96283320,0,19596667,0,0,162119446,200734352,362073194,245674861,0,79804444,0,0
