"ApplicableFor","System Entry Energy, Aldbrough, D+2","System Entry Energy, Bacton-Perenco, D+1","System Entry Energy, Bacton-Shell, D+1","System Entry Energy, Bacton - BBL, D+2","System Entry Energy, Bacton Interconnector, D+2","System Entry Energy, BactonSeal, D+1","System Entry Energy, Barrow , D+2","System Entry Energy, Burton Point, D+2","System Entry Energy, Dragon, D+1","System Entry Energy, Easington-Langeled, D+1","System Entry Energy, Easington - Dimlington, D+2","System Entry Energy, GrainNTS1, D+1","System Entry Energy, GrainNTS2, D+1","System Entry Energy, HatfieldMoor, D+1","System Entry Energy, HillTop, D+2","System Entry Energy, Hole House Farm, D+2","System Entry Energy, Holford, D+2","System Entry Energy, Hornsea, D+2","System Entry Energy, Humbly Grove, D+2","System Entry Energy, Moffat Entry , D+2","System Entry Energy, Rough, D+2","System Entry Energy, South Hook, D+2","System Entry Energy, ST Fergus - Mobil, D+2","System Entry Energy, STFergus-NSMP, D+1","System Entry Energy, STFergus-Shell, D+1","System Entry Energy, Teesside-BP, D+1","System Entry Energy, Teesside-PX, D+1","System Entry Energy, Theddlethorpe, D+2","System Entry Energy, Stublach, D+2"
2014-03-27,10852932,54267472,131406157,272217769,13242060,93305556,61939259,0,0,649766188,76828056,0,0,11645250,0,65962475,127459552,55699100,43620833,0,262930817,126513892,144604694,167998539,237506194,83096470,8.4e+07,144016667,0
2014-03-28,10288832,54248333,132475993,289983971,19642572,93350000,77554009,19484444,0,643029350,93449972,0,0,11240472,0,67720530,81784608,35400408,0,0,132054230,150625000,155702250,152330000,234973169,86186170,103942222,146419444,0
2014-03-29,0,58452778,133956389,269468826,23152022,90322222,77857637,30657778,0,712422670,105488972,0,0,0,0,0,0,0,0,0,213722,80605554,152170667,138260000,230061333,81204580,105920000,138366667,0
2014-03-30,0,58039528,149006666,277722288,17079715,94700000,54684757,32400000,0,721025899,99444528,0,0,0,0,0,0,3375766,0,0,0,82783330,115852278,140706047,247788861,84600810,120182222,147472222,32520
2014-03-31,0,39842361,127164968,288379670,16530727,93977778,36399960,33928889,0,760868513,96878972,0,0,0,0,31533321,2925227,1612502,0,0,3541667,143658329,133446389,159325111,252505972,89542810,1.12e+08,134255556,60719
2014-04-01,0,60361833,114734309,260909187,34119521,91450000,77529402,24595556,0,327099126,108842611,0,0,4186389,0,57239423,123279368,405454,0,0,26314969,326699999,152047222,110013703,270835056,86902810,111062222,123452778,6293900
2014-04-02,3997,64647472,106857563,225712309,15362755,91497222,80894442,31760000,0,296230063,105569083,0,0,0,0,31204433,32095576,0,0,0,20631636,335958320,155807889,117957686,277213500,89229420,127675556,129772222,0
2014-04-03,20960766,60095278,115493383,185342935,26674494,91466667,78939110,35644444,0,294164292,109045056,0,0,3786472,0,28590545,180802000,15656607,11512222,0,20664970,327016669,156999972,124022292,290270083,90706220,127733333,136216667,0
2014-04-04,23974654,60774722,119702615,206725334,10280900,92666667,83301666,34595556,0,290521930,108141833,0,0,0,0,0,85645088,42486526,0,0,24189969,361233317,167004583,115570000,292169006,97846860,120622222,131161111,0
2014-04-05,33303894,66398222,74720000,268361156,5163162,95780556,83604095,35128889,0,285979570,106885556,0,0,0,0,0,29334188,13152862,0,0,4958333,385586107,169259861,106260000,286335851,92129140,102004444,126261111,0
2014-04-06,11705924,61293750,85965278,271944055,332278,96886111,84715904,34933333,0,289981656,109028889,0,0,0,0,0,7320463,5976566,0,0,6375000,375866970,162088056,111605361,273486972,122402360,87657778,130144444,0
2014-04-07,0,57566861,130278854,292455231,12540813,93913889,87693306,24640000,0,306208518,109878139,0,0,0,0,0,9499307,9479832,9617778,0,20514970,415298000,161303194,118558542,113891472,136370360,83853333,128602778,0
2014-04-08,0,59933306,149090000,276444165,9648881,94700000,88030672,79314,0,290664350,109094194,245800,0,6681528,0,0,70444368,4500827,0,0,105919208,395487000,161990556,118608564,109451806,101894280,91715556,128697222,0
2014-04-09,0,63142083,119431068,249898603,12335925,72494444,89432458,9066667,0,282832851,116526861,90100,0,0,0,0,42054544,2687025,0,0,62572963,417802768,158748389,114305472,87759611,100851640,70733333,122983333,0
2014-04-10,0,61576056,105877508,273380156,7423725,86777778,89588043,6488889,0,307571910,109827750,0,0,0,0,11080551,150743056,4364044,0,0,65946969,397419434,157124806,117460856,133952917,102422940,80693333,105461111,0
2014-04-11,283052,59409528,102332382,235354769,6491130,79238889,74703166,12053333,0,245424931,112366139,327700,0,8853250,0,27466378,70322640,8956280,0,0,56986641,418113878,155512389,109050000,199233528,101947500,68302222,103805556,0
2014-04-12,0,53436917,144078468,270072984,8064535,77461111,77309556,19075556,0,276944342,110518639,204800,0,0,0,10272218,0,3735298,0,0,5861420,363816664,150651444,120250000,238284556,98061170,80088889,111277778,0
2014-04-13,450,53748444,126777412,270066528,3447196,94308333,86431729,33422222,0,280841806,114755361,0,0,0,0,0,0,681836,0,0,14653550,365541653,150628111,117720633,244725806,100637610,85208889,108500000,0
2014-04-14,0,41257222,137418333,289901868,7399176,94094444,87406389,33280000,0,540380236,118837417,0,0,0,0,0,0,18,0,0,20698303,391311103,155063583,129576403,228896472,94343080,80960000,111725000,0
2014-04-15,0,40759833,128622657,273190005,9678681,93586111,84626067,33440000,0,251795321,115181500,237600,0,0,0,45160538,0,21208230,0,0,37814970,406872219,155036028,116955150,237778861,99852080,83217778,111561111,0
2014-04-16,3348548,39857611,132322617,252993810,11469417,93102778,83840388,34648889,0,252918659,112352750,0,0,0,0,0,0,8077322,0,0,30548303,414669461,154260444,121220878,227777556,100397330,88871111,112138889,0
2014-04-17,16729574,40277361,112429996,238915955,7778207,82847222,85450355,34435556,0,306128867,111450889,0,0,0,0,38128041,17568428,19798652,0,0,20317830,413941650,154525361,117985689,237498667,102039170,91626667,112944444,0
2014-04-18,117354888,39871417,141870049,249991996,6703148,86083333,85392875,22897778,0,316536200,43112750,0,0,0,0,44861927,41043056,12710764,0,0,8579592,369411113,135008889,126940000,237500000,100781420,89013333,124394444,0
2014-04-19,89228400,49127333,121759668,221801685,6672796,93144444,85138959,10933333,0,293649216,104791806,0,0,2300222,0,57454978,0,13525024,0,0,7083333,370463901,114390750,118590000,237527788,98496560,88853333,124288889,0
2014-04-20,116801597,58845056,110861096,239377482,8539748,93625000,85408980,32800000,0,312972527,111387556,0,0,2438972,0,36656097,0,10826878,0,0,1.7e+07,369952766,109698722,112997425,239464251,106852420,92444444,131077778,0
2014-04-21,103298857,58115250,101589364,221733293,3151824,93586111,83249984,27964444,0,307420376,115988000,0,0,0,0,0,0,4445877,0,0,6517262,371827766,86471139,138106664,240294917,103427670,86382222,131036111,0
2014-04-22,0,50121361,104262924,209921212,15233593,93130556,59293390,22773333,0,323849327,111315250,0,0,0,0,54231091,38700376,27911147,0,0,15303883,390111118,99887667,106681408,242222000,109379830,86524444,133397222,0
2014-04-23,0,65323139,85274599,253782623,9453863,92505556,62730703,30346667,0,349992642,111249444,0,0,0,0,0,21618,6752033,0,0,16137415,397036099,99381861,112638328,248081722,105533690,86097778,128383333,0
2014-04-24,0,55286611,110994839,196650476,4956379,93277778,62150137,31617778,0,193198060,112153917,901100,0,0,0,0,0,14653550,0,0,15053550,418691678,101740833,112567819,243622833,108506330,82791111,121950000,0
2014-04-25,39196242,55720833,110750902,219949745,11350534,82383333,65829292,34481111,0,279119434,115838222,696300,0,0,0,5583053,56226700,16854190,0,0,15036883,404924995,104582778,112060000,252383516,100983470,80773333,115741667,0
2014-04-26,0,59101861,118126492,220112786,10009868,85838889,77091266,35114444,0,325153880,109512139,0,0,0,0,0,0,0,0,0,189493,357813890,164868667,115910000,269969970,41169220,74666667,112416667,0
2014-04-27,77805030,59361056,118826116,220396470,13418126,83936111,68566250,28513333,0,325372071,110434722,0,0,0,0,29316100,0,1254162,0,0,192631,355675015,146779611,115805775,281658389,41409970,81066667,113544444,0
2014-04-28,0,23434917,147610745,168536716,6420168,50694444,83843713,13602222,0,329038964,112958500,0,0,0,0,17481104,73269480,17068954,0,0,15717607,404141676,190416583,120718192,273894472,41812470,66044444,107080556,0
2014-04-29,11715599,21475750,120565406,211581808,10626510,90533333,85946697,34035556,0,281682196,62656972,270300,0,12975528,0,39650541,102987096,21059750,0,0,13209444,405913900,188981139,120334297,261110333,40950080,75555556,88213889,0
2014-04-30,0,32265222,94468333,238920606,39537353,92797222,85203086,10995556,0,278250773,77812583,0,0,15168917,0,0,27845976,20368004,0,0,269996,438466661,195116167,114382306,290124222,46806500,95422222,70861111,0
2014-05-01,12104310,50425806,98699154,197697458,8344564,93836111,82256504,34693333,0,286919187,98276750,598000,0,8922306,0,38105541,95543752,1466227,0,0,25224174,464969449,202533583,105128631,304252139,48031390,88444444,64094444,0
2014-05-02,35539173,58399583,92811618,155664083,25391867,88816667,85944447,33680000,0,347544699,110613333,0,0,14355472,0,0,0,6755555,0,0,6953288,474616665,204022250,113020000,301580627,47097000,71564444,52500000,0
2014-05-03,33850172,60235250,81941667,222931983,0,89061111,84901533,34088889,0,293870317,110855583,0,0,0,0,14675828,2960498,1630251,20520000,0,0,495663893,206086889,107800000,294763219,48324330,68124444,65311111,0
2014-05-04,2930710,69414417,75601798,181078602,0,84327778,83773032,33848889,0,290849246,113376194,0,0,0,0,0,0,152671,0,0,93559,517619459,200626250,107404089,297007352,49082390,69280000,92227778,0
2014-05-05,2930710,60636944,75070072,143069472,4081608,71111111,84814652,30862222,0,298603643,114929222,0,0,0,0,0,0,47,0,0,0,527100016,200149972,105200228,300560611,41634440,60924444,102913889,0
2014-05-06,0,40885806,81941800,188988695,4365349,89061111,85501551,34097778,0,293972239,114292444,0,0,0,0,30141100,16191717,146,0,0,0,513363885,197544861,105209672,288876028,4435170,9831111,108722222,0
2014-05-07,0,42145500,90281669,168923169,1270890,95202778,85320680,34080000,0,261451747,109874833,0,0,9653750,0,0,132874240,0,0,0,0,499708320,195286667,109521256,286124250,0,55946667,103177778,0
2014-05-08,44266065,53726083,79814199,118537004,14179319,94958333,72151765,30728889,0,248494602,111013713,0,0,2475333,0,36653319,110602240,15603327,42804442,0,7820436,531380548,191486444,106810050,280557222,33442110,68888889,111819444,0
2014-05-09,0,60388444,94371457,143729663,4278696,94727778,58979651,33511111,0,255669219,106742667,0,0,5782417,0,0,58223504,3084381,13209722,0,0,492430556,192726889,119180000,273901195,42701310,59040000,103594444,0
2014-05-10,0,62682444,94364344,152081269,0,94472222,78387779,30488889,0,341097655,10322389,0,0,0,0,0,0,3197184,0,0,0,463530545,206397500,116720000,264972522,57413330,58951111,107036111,0
2014-05-11,24801777,64603444,97996928,189246728,4128006,84833333,84362825,32026667,0,376067581,93522444,0,0,0,0,0,4978916,1704809,0,0,0,429411112,205581278,120057433,263888833,70217360,60728889,109633333,0
2014-05-12,129494,64812806,96547089,195315672,7964922,92538889,86981160,1.6e+07,0,317842296,94106417,0,0,15200194,0,11738884,29320534,15386305,0,0,0,504024997,205234028,119239789,272215278,100485360,91360000,126275000,0
2014-05-13,0,66524889,84185283,99770851,4251300,95872222,87363092,15582222,0,265836043,98866528,0,0,7956889,0,38115541,146810896,4396060,32513611,0,0,532424995,167015139,115857097,273617722,113950610,91208889,119080556,0
2014-05-14,25583,60584694,87653056,151013297,7553307,96075000,86901604,23715556,0,231981321,98949944,0,0,2308000,0,20523603,123989336,11708186,42821944,0,0,542408346,178653778,120799239,227235500,109348920,89808889,119308333,0
2014-05-15,45173158,59485472,94644208,129816599,5655735,95716667,79741191,17795556,0,248767418,114726778,0,0,4723194,0,0,115310368,1693927,0,0,0,521180556,190002528,115922622,220504250,100544750,95644444,113113889,0
2014-05-16,0,63150528,88347227,163051051,6398195,59897222,87060203,33120000,0,218876756,111785222,0,0,0,0,0,25513530,17,0,0,0,490316671,193039639,117170000,236208806,87442690,110933333,116488889,0
2014-05-17,0,61346111,99960378,146553894,0,42872222,85883587,30631111,0,201750928,110000167,0,0,0,0,0,9102,42,0,0,159858,433066678,197227306,120120000,238501083,53609860,130240000,131647222,0
2014-05-18,0,61508028,101166094,166607393,2809565,42347222,86704201,30488889,0,226833983,110067639,0,0,0,0,0,0,30,0,0,0,427819451,203068222,120503211,236818917,56952970,125128889,122922222,0
2014-05-19,11707924,61310944,100976444,114653821,1382041,54794444,82944514,4444444,0,277381428,71966139,0,0,0,0,23754713,39278368,5233349,0,0,0,478855557,204113361,117344178,234447472,61623190,129235556,119675000,0
2014-05-20,77759847,61141944,100899929,93359433,9861019,86911111,67139456,0,0,270480103,89107972,0,0,2605556,0,20525270,113678792,5441130,32932222,0,0,375072225,204758250,101041050,93053694,57570000,141653333,108877778,0
2014-05-21,216,57581917,84840122,116978362,12088897,84261111,58218900,10240000,0,150793175,84181611,0,0,12976750,0,1471388,60400076,3360449,0,0,22527304,574722222,198315361,113188172,68892778,71383640,127266667,112502778,0
2014-05-22,68127719,63645222,71642193,101964853,10633237,94483333,55524516,25404444,0,93996199,90175778,393200,0,6720333,0,2058333,163873008,2275472,21312500,0,21974347,607175022,206731250,110835269,72480333,84252920,23853333,108175000,0
2014-05-23,94477390,52392722,87786060,127342805,5848485,95341667,84833312,27200000,0,81160698,94466278,0,0,3305861,0,0,152811520,2624512,19705000,0,65633457,564127774,156004556,125110000,81872017,67168390,63280000,116719444,0
2014-05-24,0,58456833,89130580,182327401,0,95494444,83648983,30328889,0,82963364,107899528,0,0,0,0,0,0,2058770,0,0,0,493327772,140972222,124670000,223912917,69908420,104182222,116905556,0
2014-05-25,0,61143056,101840354,171714217,235175,89438889,81834545,33244444,0,91072839,105012028,0,0,0,0,0,0,20,0,0,5738676,491824985,198417500,122663194,221947583,58420420,89973333,114302778,0
2014-05-26,0,60298306,104056795,136378592,0,95683333,82555728,33511111,0,96668861,108435194,0,0,0,0,0,0,50,0,0,0,486813897,207221278,132712294,252508972,70715170,110804444,110133333,0
2014-05-27,52476568,60388944,103053309,91957170,6728562,95347222,84693064,33920000,0,101817336,102689972,0,0,0,0,8802497,90101760,2237717,0,0,0,523652785,207778028,109539167,227269972,76806720,108826667,106980556,0
2014-05-28,97742441,62832528,100474362,121116735,11574612,95258333,85031184,7253333,0,118165153,108254972,0,0,6044528,0,24928602,123447752,17903117,58621664,0,36981310,553080546,205793556,71448358,192223000,80638580,122542222,113675000,0
2014-05-29,78281984,58788250,101143604,132470913,3758202,94813889,84641647,15626667,0,159221157,108724083,245800,0,0,0,3940554,53199080,671616,64174725,0,0,569424981,200423056,26617675,245283417,76596610,104337778,115297222,0
2014-05-30,2533,60892528,101611345,114753347,2190314,88297222,84034828,9795556,0,262710470,100324306,0,0,0,0,0,91211096,0,0,0,0,525816650,192416500,17070000,231728163,71001140,91271111,115708333,0
2014-05-31,11725239,59077917,105914883,116380410,0,85763889,83613221,32551111,0,281444737,100826833,0,0,0,0,13202773,26278116,1561002,0,0,0,443072239,192253222,0,231913778,74183970,8986667,109755556,0
2014-06-01,11836975,56499806,75946799,236265757,0,93038889,83204824,31715556,0,269993265,80517806,0,0,0,0,17595549,14621583,0,0,0,0,425258348,185433611,0,167516083,85930970,16382222,111052778,0
2014-06-02,116741267,47605667,88405550,269506353,0,58350000,77197854,22755556,0,274853020,77768806,0,0,0,0,0,0,1514199,0,0,224032,499375000,185981250,0,204428528,91427640,16515556,108752778,0
2014-06-03,141524064,45208278,73065058,270022896,3124672,89302778,47011877,28817778,0,163130388,102532028,0,0,0,0,0,0,3362801,0,0,78469,545972222,168994944,64190375,232105583,82245220,15964444,101461111,0
2014-06-04,36494587,55001667,75623084,165686015,1384575,96200000,58643343,23466667,0,181471010,101983917,0,0,15620972,0,34405543,154519328,4075736,0,0,0,575869412,190665083,48981178,222229000,81128890,16151389,108872222,0
2014-06-05,0,50233333,79846734,113672460,5517497,95477778,61129591,12888889,0,179833171,113083278,4800500,0,10553194,0,0,63453868,34,0,0,0,581852756,194323167,52591472,255145222,80402280,15840000,117813889,0
2014-06-06,0,51353556,100214674,267496502,2037722,97980556,58722284,924444,0,207502339,110085444,0,0,0,0,0,86163912,317064,0,0,0,493408339,198736111,54220000,280847477,84068470,16133333,101786111,0
2014-06-07,18715712,45693361,121072964,278099996,4542717,98363889,48083705,8355556,0,253788022,109633639,0,0,0,0,9969163,19977104,872270,0,0,0,422938877,198754889,54280000,228668240,70809830,15995556,98236111,0
2014-06-08,18927918,51192611,108994658,270036231,5783018,98791667,65519519,30436667,0,263634206,107482028,0,0,0,0,3000277,17600284,30555,0,0,0,443177761,194572472,52651686,233314111,80296310,15928889,102622222,0
2014-06-09,95474982,54046778,112072042,274901206,9099355,96863889,71894613,11903972,0,244367915,112928250,0,0,0,0,0,61487788,2728752,0,0,0,503441671,189129000,53093053,234738722,78114390,15768889,100602778,0
2014-06-10,116205994,57680944,121621467,299030458,10189475,95933333,75480187,8408889,0,224841121,111718500,0,0,0,0,0,26046010,774013,0,0,0,514147237,161840361,43881139,237482667,89278000,15613333,100936111,0
2014-06-11,0,58325972,126392000,81372412,0,96041667,75236568,0,0,256840274,103885972,0,0,0,0,57155812,0,5797073,38230278,0,0,475755548,166871972,45716178,221664583,90156780,15835556,96819444,0
2014-06-12,0,58066528,152616424,162532301,0,95994444,52430828,468889,0,186469640,109327389,0,0,0,0,52774147,0,915888,0,0,0,461719428,170027917,42592233,237202361,93478420,15506667,112552778,0
2014-06-13,0,36986889,151048041,212500236,0,96016667,43866363,9168889,0,178164068,107953833,606200,0,0,0,0,0,527410,0,0,0,432805549,176072222,51790000,246600478,100140940,15853333,115902778,0
2014-06-14,24803786,37308306,147733019,115831508,0,95822222,77652366,28186667,0,160463543,110695694,0,0,0,0,0,0,874999,0,0,0,395883348,169191222,61930000,227082137,100126080,15617778,113747222,0
2014-06-15,0,36757056,146176131,213955377,0,97463889,81123420,8764444,0,164472999,109084056,0,0,0,0,0,0,10496848,0,0,0,395527784,186795694,63907242,220839444,87191920,14062222,102094444,0
2014-06-16,0,33529722,161878056,138062996,0,95941667,58734024,14633333,0,175872597,105243417,0,0,0,0,54517757,0,9336683,0,0,0,456902771,196392139,63881642,213598583,98426390,44031111,83330556,0
2014-06-17,0,27552444,138648529,163731536,0,94972222,42405991,23266667,0,183500617,108087444,0,0,0,0,53531646,0,4226810,0,0,0,463111098,207319056,63841944,204719639,104395310,104213333,112752778,0
2014-06-18,0,10079111,122657166,97824099,0,94758333,67739489,25368889,0,188264742,109714889,0,0,0,0,34029987,0,2214776,0,0,0,454891663,209613000,63785558,215560639,94614940,132204444,116977778,0
2014-06-19,0,0,152897339,201698661,0,94636111,67616914,24488889,0,170404333,92869583,0,0,0,0,0,0,9106178,0,0,0,447613898,198627778,64913867,219454250,98622920,94022222,111647222,0
2014-06-20,0,0,150860077,105444696,0,94330556,81465748,22693333,0,158371230,109305806,0,0,0,0,0,11378,6227755,0,0,0,435286119,207562056,77070000,218690594,121408030,103924444,70369444,0
2014-06-21,0,10154833,141863965,270020906,0,94250000,79819777,31586667,0,181334927,90979333,0,0,0,0,0,0,274208,0,0,0,350615126,206276583,74240000,216551111,92269280,148426667,95450000,0
2014-06-22,24059,15106000,129182368,270009570,0,94311111,77793840,29808889,0,188152920,111887833,0,0,0,0,0,0,27,0,0,0,365036113,176686889,76432350,209452111,100484670,144124444,108747222,0
2014-06-23,0,11433583,145095351,258322304,0,94500000,52772808,24977778,0,159453408,108651556,0,0,0,0,0,0,507283,0,0,0,427047221,193466417,62392208,206668306,103516310,130426667,94455556,0
2014-06-24,42655679,5498389,144614478,46839518,0,94433333,46602705,23440000,0,161873878,107575972,376800,0,0,0,9696663,0,0,0,0,0,435336100,203239639,50321567,213881167,108914830,128875556,114061111,0
2014-06-25,36652912,0,153282778,98992428,0,94527778,57944922,30755556,0,159710802,107361722,0,0,0,0,19451937,11378,2123098,0,0,28757,458116659,203254167,69388206,217225083,72870610,137053333,105686111,0
2014-06-26,117178553,0,129289068,256161669,906600,89541667,0,32737778,0,157687218,109293861,0,0,0,0,34072209,0,640186,0,0,0,471463894,199521083,96198506,223893306,103775080,149782222,100194444,0
2014-06-27,146203807,0,151373494,252125462,2511862,94025000,0,31751111,0,159396527,107109389,409600,0,0,0,24954713,0,570733,0,0,0,475927768,188238194,88150000,229166254,98025440,146684444,97325000,0
2014-06-28,101555798,0,146263767,194335170,0,94563889,0,2444444,0,212476430,107729056,0,0,0,0,4460276,0,3196138,15251944,0,0,364614802,187665972,53220000,224211028,79071000,118484444,108369444,0
2014-06-29,114892196,0,143400523,227370621,0,94525000,47257464,0,0,193294619,99218611,0,0,0,0,0,0,5656733,0,0,0,321816678,185295333,30025636,218905056,104054190,115911111,110461111,0
2014-06-30,0,0,134312778,176966993,1114290,94430556,76803177,0,0,258868374,94203111,0,0,0,0,50621925,50814296,6818182,0,0,59373,404916653,188314778,1762803,220821917,98701330,119537778,114194444,0
2014-07-01,52322854,0,82542750,39881816,9466008,94525000,58322785,0,0,187246507,79184472,0,0,0,0,96731352,145009776,6942515,18330833,0,0,417713894,194932667,1796114,225266083,105512780,121191111,104277778,0
2014-07-02,236,0,85664190,51797288,4141529,94486111,66050480,0,0,173025149,70507361,0,0,0,0,8944163,34409812,7753242,0,0,0,471558329,209421056,8930689,228570389,104001530,121777778,106502778,0
2014-07-03,42157,7758194,83221834,126550416,474230,91841667,56473161,0,0,184758733,68537528,0,0,0,0,58639700,0,2205706,0,0,0,472977770,214632056,2011194,238884833,105880140,6.8e+07,96275000,0
2014-07-04,35761345,32775250,74845454,75601355,5948947,94363889,55017708,0,0,209267994,66059194,0,0,0,0,31509432,5924409,8920657,0,0,716076,460722216,212627389,92160000,256470131,88960110,73226667,59516667,0
2014-07-05,0,58411417,87188738,114225750,5394761,94266667,56584782,0,0,259556985,66884389,0,0,0,0,0,9102,3461508,0,0,0,401600003,211316667,112540000,237436042,94172860,99231111,93083333,0
2014-07-06,0,51191417,86303253,173959340,5411334,60069444,54873045,0,0,265294984,74122167,0,0,0,0,0,0,2639943,0,0,0,421349996,166076361,113014358,237505056,85325170,144724444,95411111,0
2014-07-07,0,55370222,82614992,139361554,0,84080556,60215556,0,0,171134014,77243778,0,0,0,0,0,86069480,2527078,0,0,0,497219442,207261167,119504967,235561500,73491530,144533333,102383333,0
2014-07-08,14571344,53706750,53647745,42977126,3254642,94038889,21950044,0,0,148178425,75655306,0,1435323,2536111,7369164,12695829,223896464,16157901,0,0,0,531702779,208681056,117284794,246647528,92688500,110560000,103447222,0
2014-07-09,7339213,53722611,50901744,90003936,8226746,94236111,25969280,0,0,157172864,74766556,0,0,0,0,70356084,62793960,4579232,0,0,0,530105557,210537750,98762467,247239917,81732250,132346667,106819444,0
2014-07-10,9699926,58069806,47583139,169434045,4639612,94008333,66586875,0,0,131401406,74327583,0,0,0,0,55687201,17594596,4396079,0,0,0,559958327,197980389,93760000,247435250,75436580,98124444,106252778,0
2014-07-11,55259012,58413028,40818952,130289426,5815526,93933333,77692690,0,0,130981947,28627161,0,0,0,1176666,27780267,119835312,10600778,20541944,0,0,525005561,201075250,84870000,232766415,81398690,76791111,106975000,0
2014-07-12,82357092,51027722,50584280,105047893,0,82122222,79599273,0,0,172750526,29450389,0,0,3391139,0,11748607,29297778,10177434,20518889,0,1526411,433305562,200158111,26650000,133512750,64572690,85017778,103194444,0
2014-07-13,11731722,45963944,65210525,152247324,0,91825000,79712305,0,0,184602502,28576528,0,0,0,0,0,29290950,46,14145278,0,0,427086114,156379361,16904269,216398556,80146080,117017778,99261111,0
2014-07-14,25832,37122778,107734129,21700401,5540345,73875000,80781167,0,0,148524213,28650861,0,0,10339778,2347499,0,98096928,161072,31716667,0,0,518555569,155355639,48532425,227826111,90434640,124877387,102877778,0
2014-07-15,11750668,37947000,109193687,41685076,6069589,94797222,80877138,0,31591389,149772620,28282250,0,0,2970194,54007757,0,0,2717764,8333889,0,403,489875014,166713333,73796650,227792139,104593000,115195556,99902778,0
2014-07-16,0,40916306,138682221,106983395,2619612,105544444,81811383,0,36118202,169149558,0,0,0,0,10557496,19066659,20523236,5671579,0,0,2.2e+07,476977776,147016111,77805408,236083417,104700030,142044444,103700000,0
2014-07-17,27871038,39836278,130745400,88986000,5709148,91752778,82625617,0,0,151256606,6290208,548900,0,5144972,0,23860824,0,449872,0,0,0,452766656,160827167,84431653,237464639,109423690,149262222,101527778,0
2014-07-18,0,45228278,100975997,96000670,5081723,80411111,82218047,0,0,161507089,38138111,0,0,0,0,0,0,404049,0,0,460224,365800001,172517500,86476096,237436667,106126030,151831111,104638889,0
2014-07-19,0,36027028,94747179,119024871,2624147,81572222,80908014,9422222,0,176135621,50420194,0,0,0,0,0,0,36,0,0,0,363305562,186562111,80800000,241568169,110074720,151044444,100452778,0
2014-07-20,0,28934278,110223762,142650281,1078432,103052778,81192196,19555556,0,214762115,32116725,0,0,0,0,0,0,32,0,0,0,342097236,194832139,65719361,241676444,113818360,147728889,98988889,0
2014-07-21,61449659,29509667,131643160,43328210,5852208,92580556,60309859,8960000,0,167688312,19645924,0,0,0,2392499,5866664,45556620,64164,0,0,0,446922234,192144667,49587586,239717889,119441190,147768889,71333333,0
2014-07-22,0,32421361,122998047,41113690,4609639,87355556,53767580,10293333,0,151065886,61016806,0,0,0,0,0,0,1488918,0,0,0,438530545,194956611,93686711,256115583,117782580,151177778,89536111,0
2014-07-23,10067,48023611,130340975,110787364,4711181,92366667,18882278,10417778,0,154799047,60551250,0,9,0,2348888,0,0,2295721,0,0,0,423797234,196882889,110494169,265570111,105739780,121351111,79694444,0
2014-07-24,8790997,41967333,141631597,144066724,0,92566667,17625334,9102222,0,152090450,66040694,0,0,0,0,5818609,0,4403780,0,0,0,476819458,143858056,95289014,265834889,94229250,133164444,83788889,0
2014-07-25,93877449,43426111,146579132,84793176,0,92722222,22481845,13315556,0,146363001,79154583,335900,0,0,0,0,0,3114255,14725278,0,0,489566650,176410000,73090000,222310098,101108920,134902222,96316667,0
2014-07-26,0,40282167,139496070,150618888,4442242,92572222,31954180,782222,0,208219236,65792889,507900,0,0,0,0,0,213742,9271111,0,0,436602783,184947611,71770000,233556846,106082970,144080000,98891667,0
2014-07-27,0,38116083,150432281,167119404,4450692,92616667,64100678,9475556,0,211173865,69275444,0,0,0,0,0,0,437859,0,0,0,440391676,159403750,75770556,235264917,106924110,103511111,95411111,0
2014-07-28,0,30698111,155098317,92172277,4629346,92519444,71641042,12906667,0,167890327,59854389,0,0,0,0,0,0,1993337,0,0,0,562338901,96321917,85696919,232506111,105979780,112213333,101483333,0
2014-07-29,105,29959667,134476700,181902159,2039021,58627778,48477547,17635556,0,152262991,66756861,0,0,279750,0,0,11378,2220707,0,0,0,609966634,51980000,89530353,229193667,108275640,152293333,102830556,0
2014-07-30,0,33834167,122656937,93663664,1536810,0,70326694,30506667,0,157780970,63926472,254000,0,0,0,2354721,0,366338,0,0,0,614288873,47120194,87938292,228029167,107461140,137297778,100116667,0
2014-07-31,15624616,25831056,128641944,78134051,5541450,0,78993690,13351111,0,153632353,59122556,1122300,0,0,0,16127772,24892304,4548749,0,0,0,569997219,47510639,97286736,228338278,61102060,86662222,100150000,0
2014-08-01,0,29978389,142919498,86990081,23195141,0,78910000,7111111,0,224353983,69022861,1335300,0,0,0,0,0,390761,0,0,0,575438911,47517750,90240000,228150667,56624970,75800000,101536111,0
2014-08-02,0,43398036,147621223,110986972,4223817,0,83369356,1795556,0,169048036,73594417,0,0,0,0,0,0,35,0,0,0,508708327,48358194,96830000,226233444,61203170,83093333,101600000,0
2014-08-03,0,46946222,158137949,152487979,9699433,0,81580462,8404444,0,159207997,53742833,0,0,0,0,0,0,0,0,0,0,488599989,49259417,96012036,236395361,54621000,65008889,100161111,0
2014-08-04,0,36052500,148053559,61773722,4355835,0,81306280,11270000,0,179253093,56713556,114700,0,0,0,7738053,2917262,424977,0,0,0,587111138,52308167,95867372,230565667,64782360,68622222,99361111,0
