"ApplicableFor","System Entry Energy, Aldbrough, D+2","System Entry Energy, Bacton-Perenco, D+1","System Entry Energy, Bacton-Shell, D+1","System Entry Energy, Bacton - BBL, D+2","System Entry Energy, Bacton Interconnector, D+2","System Entry Energy, BactonSeal, D+1","System Entry Energy, Barrow , D+2","System Entry Energy, Burton Point, D+2","System Entry Energy, Dragon, D+1","System Entry Energy, Easington-Langeled, D+1","System Entry Energy, Easington - Dimlington, D+2","System Entry Energy, GrainNTS1, D+1","System Entry Energy, GrainNTS2, D+1","System Entry Energy, HatfieldMoor, D+1","System Entry Energy, HillTop, D+2","System Entry Energy, Hole House Farm, D+2","System Entry Energy, Holford, D+2","System Entry Energy, Hornsea, D+2","System Entry Energy, Humbly Grove, D+2","System Entry Energy, Moffat Entry , D+2","System Entry Energy, Rough, D+2","System Entry Energy, South Hook, D+2","System Entry Energy, ST Fergus - Mobil, D+2","System Entry Energy, STFergus-NSMP, D+1","System Entry Energy, STFergus-Shell, D+1","System Entry Energy, Teesside-BP, D+1","System Entry Energy, Teesside-PX, D+1","System Entry Energy, Theddlethorpe, D+2","System Entry Energy, Stublach, D+2"
2016-10-25,22849462,35723556,137629280,208139244,5081566,171622222,0,25274139,0,720573449,51517815,0,0,0,0,0,74588160,0,0,14586443,0,61269446,229381600,489038455,292830139,67296333,128728889,74452778,0
2016-10-26,458693,36412667,136681166,186179045,21345206,159477778,0,28235667,0,706395305,51032560,0,0,0,0,0,0,10113504,0,22730785,0,55280554,228332592,467866007,291518778,67526611,120951111,73261111,66036
2016-10-27,4029723,39023889,136598562,175520800,4990529,165952778,0,27239361,0,632814938,49646894,0,0,0,0,0,0,2066526,0,19893171,0,58891665,226098176,477844913,293925972,69480361,128346667,82302778,1189
2016-10-28,42634887,37550500,134565857,172919898,7485341,169119444,0,26652722,0,559503963,53039907,0,0,0,13020828,11200551,0,0,0,21704626,0,56777776,229818176,478310000,291852889,71643611,114213333,89666667,7340204
2016-10-29,6,33016222,0,31536612,6115971,0,0,29026417,0,713685287,60713593,0,0,0,0,0,0,31,0,32852636,0,57533332,227205136,434150000,0,83407556,131128889,89019444,2011
2016-10-30,590823,39248889,74419667,31536625,4530134,172327778,0,27695056,0,718780198,60924944,0,0,0,0,0,0,31,0,12500000,0,95852780,227681584,463740694,315376833,79620139,139084444,89086111,2177
2016-10-31,4202339,37416944,63935084,172204846,319439,180072222,0,27210056,0,720180396,57625626,0,0,0,0,0,13653,0,0,18084116,0,118288888,199930752,462320816,330744361,77062389,1.36e+08,87566667,3348
2016-11-01,17641227,37136222,50693402,232536083,10251394,180338889,0,27157778,0,775897871,53136283,0,0,0,0,0,0,41284850,0,14244098,0,55077777,209966848,540509115,323230917,97173639,127622222,84677778,5318
2016-11-02,44971599,37401917,77188691,292760704,40539631,180058333,0,26911028,0,690436263,59580198,0,0,0,11904162,11069440,0,43300000,0,14117505,0,5.5e+07,193015744,536700226,313890222,84834083,138284444,80683333,3483821
2016-11-03,671621,37378528,80478507,328707467,242256864,174819444,0,26617111,0,765227225,63360445,0,0,0,0,0,89233632,39261392,0,14111634,0,55016666,186369312,477737153,313890222,89907833,123306667,75550000,1524827
2016-11-04,9378515,38698778,94558415,291311818,238913086,168233333,0,27092500,0,773117254,69085375,0,0,0,0,0,11250,27841742,0,19627204,0,55019446,214366816,472870000,313890222,89463083,127786667,82683333,5041304
2016-11-05,16255390,40064722,107462624,286271569,107792762,167697222,0,27163472,0,548007728,69545328,0,0,0,0,0,55569072,30,0,29263405,0,63580555,206141568,450460000,313890222,86612722,125715556,80316667,754528
2016-11-06,13374710,39800972,127247196,274362658,96028345,161816667,0,18034806,0,763767059,68234753,0,0,0,0,0,34033212,410299,0,30209101,0,63666666,190872096,577775781,303854639,80543167,99360000,79213889,754766
2016-11-07,99618315,38000778,95033726,358051129,278473202,165441667,0,27477639,0,780829938,61241992,0,0,0,22848325,26434712,88996984,7117439,0,24549801,0,145436113,189791744,576284688,305177528,64873028,47342222,74597222,18690383
2016-11-08,107320448,40573083,138478239,358591406,274654203,168138889,0,26144222,0,776351384,66313819,0,0,8950833,0,0,156194160,14653550,0,15667130,0,126908332,210522352,624162535,308567806,59009194,63520000,60316667,22599562
2016-11-09,132399997,33814722,143387782,352602098,113142184,147125000,0,25966444,0,776362520,67944158,0,0,18060361,879444,0,155320320,10379598,0,9326775,0,135825000,211797184,610711563,315160778,62678583,107893333,68322222,8831659
2016-11-10,57330029,28217833,142307616,324843500,221075303,141572222,0,26390306,0,786826839,63537978,0,0,17966667,0,0,116033333,10124346,0,11461420,0,133683336,221323024,604716632,321347194,67291361,116960000,69652778,4965887
2016-11-11,65683372,19027306,137108265,303775631,131491578,153608333,0,25995583,0,785096273,69434196,0,0,15628139,0,0,0,6594098,0,24162726,0,111588889,228480128,618910000,321347194,100000833,120728889,72458333,732743
2016-11-12,31559615,17941028,70458333,315259171,80864182,0,0,26005861,0,707501163,64083601,0,0,0,0,0,0,6964817,0,20960780,0,108025004,239182160,572400000,321347194,77163750,125848889,68802778,0
2016-11-13,8434798,18267583,135282601,304695940,74879639,153519444,0,25818944,0,784280722,62259197,0,0,0,0,0,0,8163727,0,21517639,0,101347224,237115600,563918698,295977750,63554250,139297778,67450000,0
2016-11-14,3781,20215250,129618458,280544288,79967481,171913889,0,24973972,0,786001866,62863043,0,0,0,0,0,0,19606100,0,24729759,0,98511115,251996800,574944288,229294722,72630917,125120000,67836111,1502112
2016-11-15,0,20018667,132827682,251040416,1527952,181638889,0,25635528,0,786136882,56883087,0,0,0,0,0,0,24664711,0,21252647,0,84505556,270396608,585340955,246513361,73060639,139422222,64052778,0
2016-11-16,0,20321667,130777414,271505994,5334431,189255556,0,26908694,0,780352936,73604145,0,0,0,0,0,0,21781999,0,23104207,0,79436111,263975792,503617847,256365861,77823139,125093333,69155556,50523
2016-11-17,14667244,20226111,141416236,300398254,173433016,192033333,23815722,25992167,0,785983070,82005306,0,0,0,0,0,0,17734827,0,17916755,68097,85908330,241764880,621563542,256365861,73574611,124373333,63005556,1479285
2016-11-18,68024998,19011722,141616181,361304160,228718447,194655556,25279338,8737806,0,731841438,76732219,0,0,0,14091384,13243606,94854272,1348127,22533333,16471801,0,138755553,231088672,515350000,256365861,81149972,120515556,66336111,1467651
2016-11-19,1587467,18837972,116036758,390213559,303129617,192561111,6173399,22665083,0,760389117,80190622,0,0,0,0,0,29313708,1348127,0,14372349,0,112976392,241067472,480530000,256365861,83493111,124880000,69100000,734733
2016-11-20,2621930,20674750,138387176,381653999,299350892,193161111,15553358,23742250,0,794338657,80021333,0,0,0,0,0,0,17985827,0,0,0,102588891,260223264,523001111,321839833,89419861,127048889,61591667,733122
2016-11-21,28594783,17627111,139014689,304456949,328113627,190191667,0,27056111,0,797169732,77808033,0,0,0,0,0,31589264,7267050,0,1607269,0,126322225,259296928,525640260,334144139,84429306,117422222,67977778,751438
2016-11-22,95724058,20638639,141007936,378040762,124091927,39961111,0,26555083,0,802913869,284556830,0,0,0,0,0,161182160,5244428,0,1555687,0,165605554,245363728,500096285,334144139,80264806,110337778,61075000,745678
2016-11-23,116298877,3163028,131437734,354901758,242672938,65725000,4042167,25252306,0,802442629,77027150,0,0,0,22823047,20499714,142645472,0,0,0,0,155780555,210550560,544111493,313821139,77491333,76666667,66202778,4998824
2016-11-24,39168220,8982694,136989034,372660157,334470317,118480556,18953101,23412194,0,807585353,78600831,0,0,0,3675554,3009443,20634738,3375000,0,495093,0,135177782,222908992,518454965,312385333,59788028,117333333,70705556,734632
2016-11-25,67075867,23418528,138273964,382530027,311650730,120966667,23073525,25967444,0,807872581,76700631,0,0,0,14989994,29356100,118838616,5766267,13161667,5664956,0,148997226,215662384,348300000,138273964,60806000,139297778,62483333,31144480
2016-11-26,11647964,22783250,139481951,415177621,407052064,122363889,30742709,26400361,0,807374237,80595031,0,0,0,0,0,8427,3375000,0,2051497,0,127891668,210378176,467600000,138273964,75860306,116035556,67766667,732740
2016-11-27,3679667,21798389,122585246,411679122,403904540,162263889,53760639,26329722,0,804805084,81180300,0,0,0,0,0,0,4152613,0,1830142,0,88797226,194573456,457238403,303231250,84270583,96471111,67119444,732736
2016-11-28,86229058,20945361,143591343,404176468,341689090,175441667,49838727,25966806,0,807653841,82568625,0,0,0,0,5467498,20516408,0,6304444,5298956,0,99702776,215778576,431106389,293054306,70180361,139306667,67008333,10622332
2016-11-29,89150611,19505056,131012721,405776668,422732820,182836111,50673796,23217556,19564672,793489423,84601094,0,0,0,22849158,34731098,216246016,51639110,79019994,8819732,22001094,83624997,199077184,389119306,284114111,73358222,140586667,62613889,84155112
2016-11-30,99080291,21467278,127486874,476344597,420696526,177594444,57144221,23460083,36125191,0,83240525,0,0,0,16911938,37375264,133088144,46514450,51703056,4404103,19012659,55283335,201472896,422252990,281654750,81595444,138702222,70627778,76629287
2016-12-01,88411397,20869222,143633304,213897254,512309566,189705556,68736217,25288500,34626713,0,82338767,0,0,9187667,22843880,38100541,137743920,47075100,73014722,2685622,23246275,139161114,210145952,390871493,261553083,69580528,73484444,64666667,92082185
2016-12-02,51230805,21406083,143405473,213897254,543086377,180291667,69064884,25595239,36122215,0,82483953,0,0,19897639,22842214,38102208,22933050,27957874,64404444,299909,18220465,100263892,203650848,416910000,261553083,85402611,127857778,70255556,79804770
2016-12-03,36360310,0,0,212024457,543155944,125230556,64247737,25808222,18464510,818365983,81587603,0,0,8513083,0,22507769,0,18028627,19809444,2996458,7921942,116191669,202327312,438850000,0,93317222,128737778,49080556,46052989
2016-12-04,39653578,0,0,211453887,555789197,109600000,47006300,25892833,18461580,810176244,83583817,0,0,10316389,8776386,36636097,0,13630990,42926944,8113583,5545359,116097226,208245824,398912795,0,80717500,124231111,58677778,49661540
2016-12-05,194324666,0,0,214366799,486830177,0,31834868,25583222,36137085,822657534,85605156,0,0,14663528,22836380,32240543,153854848,108357465,46829725,4673336,19012659,197141673,226395888,436551788,0,76152389,105848889,67347222,92116508
2016-12-06,65157776,0,0,198743828,336969643,121905556,0,2172222,19568966,822846772,81555056,0,0,14615139,17358605,32259710,127663224,56157814,46801944,7671142,7546376,137758331,231074640,441939323,0,85544722,130506667,69905556,86683435
2016-12-07,13832677,0,0,192821907,164118803,123225000,0,24955444,0,804471312,83924833,0,0,12852222,0,4971109,0,3223781,26556667,15594521,0,104691671,240799568,391850729,0,85790444,130951111,65788889,10725400
2016-12-08,18446234,20624917,136061118,146689059,282868645,123533333,15069591,25618806,0,814094437,81595164,0,0,0,0,0,0,7473307,0,14088594,0,81697218,249227648,461960000,316551750,80873667,140071111,66694444,560759
2016-12-09,40022285,20030306,130137782,139190150,199892101,126863889,46983855,5455556,0,639569862,66451825,0,0,0,0,0,0,0,0,19519632,48987694,85930557,238420016,383160000,316551750,76516139,137520000,70316667,560759
2016-12-10,11496070,21066417,124253790,170535616,242534910,131513889,66121980,25635278,0,821872869,52622948,0,0,0,0,0,0,2865,0,17773238,0,63433333,232948704,369300000,316551750,91169722,142391111,67225000,38563
2016-12-11,33962775,19918972,122019386,171082499,242616791,133650000,45982678,10848250,0,822344831,63145955,0,0,0,9481941,4995554,5347556,18289000,0,17258446,0,70275002,229734704,563036181,326970528,92968694,142168889,70469444,9629217
2016-12-12,96074982,20248194,125582089,169989069,284538244,141372222,55844693,13528,22573324,814241554,64377053,0,0,14699361,4197498,1998888,32463076,45400000,55737500,8994248,97279068,106402774,225992560,479746771,278505472,73199583,133653333,70608333,52350229
2016-12-13,122718006,20021222,137685335,107045893,131996002,159197222,67753836,13250,13553829,814243081,66328419,0,0,14616722,0,0,8367,583760,27976111,25294282,102585465,84577781,224262512,527210087,350445611,86629722,140675556,75941667,4649
2016-12-14,28271860,28134500,145652778,148590319,217527230,0,21404453,15806,0,815415448,64151545,0,0,14707944,0,0,0,6750000,0,8366074,25382917,95363888,230197344,571100174,343011472,86949718,136951111,78494444,2808651
2016-12-15,32729520,29151361,77186127,156013093,199804518,112497222,47760473,17056,0,815124559,64868612,450560,0,14664944,9476941,4996387,3877547,3375040,12730278,12440359,91800026,93483336,235137344,558041250,341639889,80335389,131182222,66055556,3903209
2016-12-16,14268891,37725750,100216215,185478281,213382306,110586111,61942729,0,0,813102250,64268293,0,0,14671444,0,0,0,0,5319444,7911053,117017278,76385115,208086320,560330000,341639889,82468583,131288889,62211111,919920
2016-12-17,4470492,22242417,145046677,182051127,260588251,110586111,64633469,0,0,812496391,64076781,0,0,0,0,0,0,0,17184167,6014885,86177081,62997220,203581600,533040000,341639889,79391944,131768889,74591667,2174
2016-12-18,4938938,27171333,144317754,194869945,260639661,101255556,65926755,0,0,807836098,65915403,0,0,0,0,0,0,0,28391667,17396067,82892083,64813889,202182192,496455052,327061528,86384500,135040000,72741667,0
2016-12-19,162219710,40363778,94075563,202631716,233314959,110844444,29405313,0,0,819998971,63816861,0,0,0,0,0,61622048,12142506,68443889,4163388,174858778,78672223,200914912,531658854,312349056,84653306,130844444,66280556,17035468
2016-12-20,141814849,28362667,144125714,121562646,89142209,134811111,48777778,0,0,819292611,73626211,0,0,0,0,1336944,195702320,40265080,26912778,8005550,97832137,63472222,220003264,574439618,320514472,73493694,124168889,65900000,40244932
2016-12-21,157835299,60001500,136724972,92172651,90387121,137322222,69526085,0,0,818677483,80683481,0,0,0,0,0,159821376,3140080,0,8534421,40537860,74933336,211277696,536589965,336085694,84182444,127466667,57508333,19996089
2016-12-22,151193812,70920611,130204099,79804252,103444381,137108333,68598637,0,0,820347978,81751942,0,0,0,0,0,169933952,23445703,24929722,6176932,0,72080553,217315808,572496389,333547083,86762972,128977778,41994444,171471
2016-12-23,2262114,80432444,131355129,59658947,79546217,106566667,322272,18331028,0,819901520,82750633,0,0,0,0,0,63629084,8991000,0,10904977,0,80547223,207463328,578990000,333547083,82747972,133440000,50041667,4343
2016-12-24,1551122,71598944,132164383,106914274,284547395,74494444,65121263,6507778,0,820416883,82099831,0,0,0,0,0,0,7562806,0,21334874,0,74083337,199330704,632940000,333547083,80475167,126284444,46061111,2796
2016-12-25,1472338,68210139,130526471,55324393,247629812,142297222,62194444,23058889,0,678138712,72378258,0,0,0,0,0,0,14436127,0,16979875,0,55052778,180961424,565020000,333547083,78515444,122782222,46522222,5633
2016-12-26,3315030,77104750,131618970,112301877,285131359,178716667,64516679,25005750,0,752432420,78892619,0,0,0,0,0,11587129,0,0,22260865,0,55041665,177603392,431270000,333547083,82404694,129048889,64622222,0
2016-12-27,18930601,93579806,118781552,152222343,282017780,178205556,58627076,27165472,0,817897740,82005561,0,0,5881917,22030547,19119437,14081137,51595515,0,11334164,123002891,54980554,194242128,516007951,318859583,63408306,84586667,62100000,20153552
2016-12-28,61495421,62157139,105053512,206990062,322084909,177147222,40204980,26523528,0,819224891,82188744,0,0,0,16335272,24982213,108635016,0,0,10019577,5455191,54924999,212309936,641102240,244479528,64574056,125724444,67875000,8466635
2016-12-29,85546331,85137361,122316678,214391472,356519513,164333333,62896578,26773917,0,816605395,80612803,0,0,0,0,0,3959467,1578075,34823333,6188965,0,54844445,229126272,593079774,269482639,75338861,131608889,61061111,1987
2016-12-30,5035117,70253806,111655384,211906339,318261327,159722222,63412241,26388556,0,818306766,79467267,0,0,0,0,0,0,0,0,13599554,0,55169445,261124816,589033889,269482639,85802306,134844444,63247222,5191454
2016-12-31,3084095,102193000,103103036,147555431,321922318,157108333,60600681,26129944,0,819371737,78447964,0,0,0,0,0,0,10740600,0,15141982,0,55458332,243403424,554780000,269482639,81337361,128542222,68113889,1291
2017-01-01,3232965,103317972,128474211,130914347,366646123,160358333,59673533,24827889,0,815581140,78456647,0,0,0,0,0,0,14794196,0,22677414,0,100837229,233144816,633660000,269482639,76694111,126675556,63527778,3698347
2017-01-02,13719094,128041667,119005606,211315751,407523688,173150000,53823310,26036083,0,795188484,78730778,0,0,8796889,0,0,0,7529036,0,4575429,0,182147217,240005024,619950000,325142556,79367500,121866667,62819444,3666035
2017-01-03,16971322,113595417,127408486,195347783,515803846,127359437,48728386,26077306,0,767609467,78826842,0,0,8805639,0,17982493,61444556,4877954,5730000,2736646,0,119997220,237020528,600311094,324154472,78682417,124035556,75525000,9386196
2017-01-04,39627123,130792750,98231010,206369902,332974493,202588889,48195766,26301694,0,819228645,80800356,0,0,8775389,0,0,0,11900000,22037500,2648893,155703420,80141669,240548288,650744948,331513389,74648694,73831111,65436111,25362895
2017-01-05,111457401,127866389,107486623,188207640,346179746,201591667,48121361,25321444,0,820071765,80219694,0,0,8833917,0,0,161182144,60071253,24016944,0,228839861,135041665,253054784,638240278,256879528,72043944,67040000,70847222,63793799
2017-01-06,23933609,112099972,127678519,201291019,249328432,197819444,44440798,26059806,0,819827968,78115500,0,0,8830667,0,0,185070928,2503940,0,0,196403698,153252784,253981520,642880000,256879528,74295139,115333333,73580556,29913538
2017-01-07,8216660,115573000,120346693,109426234,228948912,197600000,51935694,26682278,0,816942009,77778808,0,0,8790833,0,0,0,3327400,17541389,7193165,48483083,71949997,256139984,626980000,256879528,82017111,133493333,70927778,571049
2017-01-08,842578,60444389,124264531,114320128,234997535,196797222,56467592,26444361,0,820371526,89960611,0,0,8770361,0,0,0,11249249,0,13022044,23155917,55030556,245569024,548419219,345790250,65396167,126808889,62116667,572983
2017-01-09,11452996,93219806,129341435,128500307,196836084,193672222,45673409,26411111,0,825221425,79649281,0,0,8775556,0,0,0,0,0,9231442,91070225,71086112,234324384,615615868,339096944,64285444,130622222,63111111,1684742
2017-01-10,4838585,124378972,127943793,121250706,134866850,184741667,38780221,26000750,0,823041701,78344272,0,0,8778222,0,0,0,6,0,14264153,88264565,83433329,219505504,642565885,336713194,71932556,115146667,68669444,0
2017-01-11,7437703,134429306,136704831,199550622,234953771,182522222,42641201,25842222,0,820044987,66432856,0,0,8783861,0,0,27042704,3057772,0,9272924,10312528,83244442,168261056,644329566,343709000,72354806,116880000,54388889,9166
2017-01-12,12914548,123712000,136923226,203698121,375048843,177566667,58506057,25828194,0,820157107,58259411,0,0,8773056,0,0,11095,0,0,2930710,230533056,106408335,205867632,668965990,336151167,71055556,105866667,66008333,4482172
2017-01-13,51242733,92287028,142632561,192614046,359198623,145811111,31511354,26061944,0,758110620,77326828,0,0,8801806,0,23817491,156335216,4397279,39281386,2725560,187492861,100488892,224983776,641651094,330084722,58372306,100762222,124372222,46549958
2017-01-14,25756584,51821806,140245616,177224377,407367351,14377778,62467753,25167139,0,776236405,72179242,0,0,8785111,20568048,17653882,11723662,22875000,59012503,7245492,213131639,150530548,227076528,627181233,317976472,64183389,99145556,74061111,35975156
2017-01-15,7686404,0,140274946,105498651,360514938,85252778,53083333,24680000,0,821881885,74651728,0,0,6374472,0,0,9102,2094848,15049722,14833238,158310833,89072223,245459120,653243715,337653056,86238278,97649167,64483333,24031822
2017-01-16,11020925,124643222,139948977,179315756,217932571,93175000,40260339,0,0,821705885,67478608,0,0,0,0,0,61840496,1343242,49135000,6999736,194728056,55019446,231846592,666592066,329623528,85846861,98894167,67672222,43575975
2017-01-17,85313269,129620028,141372325,204881313,189104657,109202778,65972222,25450556,0,816121145,65411696,0,0,0,22868880,37368319,109044624,30655227,79003058,6509046,116339420,69438888,211608128,637028715,309068028,76103222,56199722,73788889,98344290
2017-01-18,50204414,140994028,140236342,168066693,190995463,126119444,63636380,24117333,0,821941007,64807957,0,0,3842,19539437,23446380,24808108,33900440,74006942,7534822,247179611,54977777,224897280,639218837,324072278,81514917,95328056,53263889,97661294
2017-01-19,58664649,129655250,140565351,205624216,124752815,122505556,52906097,24898500,0,822791240,64471148,0,0,11266889,22836102,38101097,210498000,33041149,77963053,1509214,67839889,54958335,210613840,654471927,306615722,73036889,104081389,81663889,92274122
2017-01-20,117457882,120295861,138144476,208509949,144063915,129480556,0,418889,0,819997055,71591111,0,0,14485139,22835825,39607763,104379752,36801550,75953336,4686630,154294000,54875001,199382736,646322813,275269056,79952722,104268889,80511111,100694291
2017-01-21,44700073,12824322,139564840,214366803,309005278,130727778,0,0,0,820250886,69230794,546667,0,13163250,5868053,6599997,105239896,0,68862781,8158,243390972,55113324,200663856,563868715,267212417,82248778,123194444,73852778,62469367
2017-01-22,53243256,133746306,138867527,209411848,306927061,131030556,63711365,11353806,0,821643026,74178600,0,0,12372139,8810552,8334997,105235344,14287000,65746944,37801,228602583,55158335,192955152,577903090,277424583,89190389,125181944,72030556,67455760
2017-01-23,169061763,134297778,136085955,155902334,269088725,129111111,67440633,25502722,0,772811291,68113489,0,0,11844583,22846658,38101097,67747840,74873196,60993611,3070567,227131576,55019446,225045712,598014861,326690333,84962333,123454167,79772222,71249076
2017-01-24,86576525,134509444,136143608,104062106,164011992,130755556,69416105,25697111,34732124,711637622,70930189,0,0,11322861,22853602,33708043,186272416,75100000,58124719,10244518,187831417,54969444,221482256,565456858,290048750,81463222,126203056,74763889,82637008
2017-01-25,126642212,132700028,136923697,89108188,48543355,112800000,71594965,25555250,21543188,819921412,72402672,0,0,10794361,22852214,33723598,68398648,117848127,57138333,19046687,141333414,55027779,233057664,578248854,350330889,79601639,118407500,69477778,91552939
2017-01-26,275554596,120018444,136053632,148590309,61458667,107077778,40607939,17841111,36137203,822861629,75015419,0,0,10273528,6023053,30773322,185962928,144653590,56137775,14580541,229638368,57052778,229438608,620027483,345541778,78746278,97337778,76550000,92350426
2017-01-27,254336982,125281917,120445162,165799229,119659456,105702778,58615354,12491111,16565857,823577343,76165956,0,0,9776417,2203332,30791099,124095136,144653550,49832222,5576651,226550556,63411111,235910032,664151771,223672583,77711389,108720278,69175000,86403301
2017-01-28,99346918,129043222,127301284,191129250,145044987,101944444,35485179,9877778,0,823917128,77318542,0,0,9217694,0,0,0,8.1e+07,48840278,0,201595313,76719445,235003040,655270295,244426889,77455556,116624722,69302778,34651950
2017-01-29,118488196,128936667,129688098,195474595,172323298,101880556,319084,24352278,0,823553306,73254622,0,0,8712000,2051388,9393052,19023646,91208330,47850833,1260537,184225000,81211107,230937568,631819740,253910917,72567500,109312500,82436111,19856092
2017-01-30,17798348,103715917,109061644,187645741,89871462,87961111,36355583,10608889,16560505,822957482,69453297,0,0,8859944,0,13789717,5347556,66081273,28971111,9416318,209706917,87349998,238222384,644669583,299284694,72420556,106830278,81625000,47201869
2017-01-31,22107008,114624111,129509103,168964628,166700765,102408333,47873669,24849528,0,824142176,71958133,0,0,8760778,0,5583053,10704213,79536626,48855003,10113683,210060083,61508331,240637616,651099115,331603639,68661361,109301944,74366667,5195604
2017-02-01,7447591,123032361,127864490,171957112,193530686,98511111,0,10350000,0,824640874,75934919,0,0,6888528,0,0,0,61522998,7016389,17547517,154906778,54938889,235485840,651813420,308472889,114938833,70445278,74063889,45323119
2017-02-02,16622661,97910111,130881106,139497573,367305221,96775000,0,22991500,0,819975534,69777828,0,0,8045139,0,0,0,43104075,0,30061004,74457500,55038889,233202992,626929427,326552194,116338722,78169444,73225000,2075407
2017-02-03,54958,122449639,126160062,157334775,330370702,114911111,0,19477778,0,823218796,74378092,0,0,10253750,0,0,0,15000035,46005000,10351126,95842361,54947018,230845152,639642465,286129639,106773278,80576389,74041667,4869
2017-02-04,11867001,122948417,127691583,160462543,493402260,149480556,0,5728889,0,823722284,75231117,0,0,10050722,0,0,0,14090145,25002222,0,65679389,54972221,226731696,637620295,263232167,105282639,87001944,77800000,0
2017-02-05,17563188,124612944,127699373,150847020,509765976,140225000,0,23014500,0,823058069,77937981,0,0,9504472,0,0,0,5308615,30010556,306574,116373306,55022223,231448224,628166545,282667611,103036083,86202500,78005556,8662
2017-02-06,6433953,127761222,105586717,197701133,427121713,153388889,0,23287778,0,823908472,75886631,0,0,8960278,0,0,4423680,47530333,29976111,7287182,199025806,55024999,204021296,511614635,279025528,86733444,91468889,74575000,22019342
2017-02-07,31024160,122140111,130098245,185989070,279531141,154111111,0,22571083,0,824272978,77671342,0,0,7150472,0,0,9102,35072400,30005278,1787733,162377722,54950002,221168544,598529115,284358389,85272833,90579167,76322222,27122664
2017-02-08,23667995,130416333,129690446,159542046,337416078,154291667,0,14802000,25588106,824237111,75789464,0,0,8269722,4168054,45429427,33546240,14653600,29998056,0,206937639,54902776,230604000,605734705,289864583,76064972,65642222,75844444,63638089
2017-02-09,122730569,127459944,124968542,176585717,209746934,153541667,0,22236361,36127571,824231927,76711036,0,0,9060611,22847491,44694705,231760800,7e+07,30001944,2080804,206755972,55075001,201712768,596175590,298233389,101968972,76570833,73755556,89365703
2017-02-10,146385613,110913000,103569149,184556276,288197714,153258333,0,9372222,36134434,823990676,75395833,0,0,9525694,12174718,46891371,0,69528590,41849444,0,178667806,54977777,232045456,648641962,338797389,105620694,83389444,74588889,80525023
2017-02-11,96764907,129948000,119265035,152188047,293311071,151102778,0,22307778,36118793,824719480,68463303,0,0,9004111,11731384,43965817,44423396,69602824,42894725,0,155929583,55005557,238615760,584467135,233837917,107996556,82790278,71436111,70216772
2017-02-12,4884927,122813556,119989158,175888331,298011382,150977778,0,23227778,36126457,824200967,73122483,0,0,8984722,22852214,38686930,33728284,14653550,41921111,6219335,153839722,55119442,234901200,570369653,182623889,106428972,89433889,64925000,70259560
2017-02-13,87559516,121421222,119342821,107770583,217258996,153188889,0,21812222,36116245,824420732,74075692,0,0,7122389,11213885,26166101,90876592,62204563,41030278,7582535,197192587,54963888,110615976,629088160,85912528,101763583,92317500,63777778,50087332
2017-02-14,110534642,121851083,99808824,172144941,253911952,151333333,0,22133778,9034664,799317952,75915778,0,0,8546250,0,7597497,24002562,100199449,39930836,2838943,169019881,54988891,215714144,562902465,272758194,94433333,77584444,66666667,18711254
2017-02-15,102677411,124507750,103191494,163174159,134002844,151055556,0,21683944,0,779433667,72195994,0,0,7986528,0,0,60070116,99863447,39867500,10288384,64331139,55005557,230648080,417613872,325091083,88107750,63292222,71169444,7040020
2017-02-16,17524887,123922222,119391501,145218178,165171417,157833333,21693054,21782889,0,812721046,73042572,0,0,5173722,0,0,5866383,84454840,38933056,3624116,24989547,54997224,236566928,384128594,296925889,94165167,76172500,67836111,24227507
2017-02-17,10922674,128112417,121837879,84044649,196324106,158961111,41023236,9154444,0,801364606,76418589,0,0,0,0,0,0,43746720,37893889,2109988,52265803,54916666,203750976,515765714,265911083,98616056,76535833,62161111,3050779
2017-02-18,2305389,129520306,104088792,96841850,24837311,151366667,38745019,22077778,0,814795752,73939303,0,0,0,0,0,0,0,37985000,8157906,2739396,54686110,198558704,593715174,315670944,83756250,79191667,65725000,1574309
2017-02-19,18576334,130243250,106115702,58872881,22252454,160613889,37745882,22324750,0,777380122,74332144,0,0,0,0,0,0,2730643,25140278,6308903,996144,55052778,230044768,534969045,326389417,86570000,74631111,71986111,1534084
2017-02-20,3837758,126003667,123343103,55689714,6387341,162480556,32228935,22316167,0,797378375,74221478,0,0,0,0,0,0,883103,20240556,17776802,46255722,54536112,236058528,574931701,288209556,91229028,93073056,74636111,1458
2017-02-21,842579,129116861,112122247,38603587,2634946,161938889,35370403,23813806,0,820195877,71533008,0,0,4289417,0,0,0,0,5478056,15236400,0,55186111,237348944,611266788,289652806,83592083,91614167,75933333,915846
2017-02-22,10055088,125990528,116734437,57629826,806301,161680556,49032284,22212667,0,820955473,73263072,0,0,4704556,0,0,0,0,0,17615519,0,54913890,240004512,587522326,329962222,84139250,87727500,70563889,9755
2017-02-23,45052190,124706000,126580238,68328641,34282004,161622222,36970419,21975139,0,822255061,70710994,0,0,45052190,21137214,7387497,0,13348781,5793333,5124801,9122043,55497220,251776720,593891372,291276056,79357861,67487222,76713889,26457176
2017-02-24,10279368,37514972,138464568,71403578,84278743,134836111,3484926,1471111,15066640,727347997,70850467,0,0,9518694,22833880,41070262,178758544,100677290,34840556,2490005,12698723,71472219,241308864,558349583,273620944,76071528,65455556,76269444,56749556
